##culture:co#seed:685#rep:10#mu:(0.01, 0.01)#cycles:10#init_R:(1, 1000, 0)#init_n:(5, 5)#init_lag:(1, 1)#Ta:5#alpha:(3, 3)#mut_func:null#max_lag_change:(1.1, 1.1)
##init_pop:1000#duration:5
culture,rep,cycle,frac,duration
co,0,0,0.013854935747864224,5
co,0,1,0.019205475245517776,5
co,0,2,0.05869924205650313,5
co,0,3,0.10430883283017568,5
co,0,4,0.11433957758991056,5
co,0,5,0.11872620654565637,5
co,0,6,0.12436218212057983,5
co,0,7,0.13348733727124162,5
co,0,8,0.1475098387794414,5
co,0,9,0.16669270848042905,5
co,1,0,0.013664273380956493,5
co,1,1,0.016751325658752814,5
co,1,2,0.046161419622135894,5
co,1,3,0.09983193139092245,5
co,1,4,0.11413281042524183,5
co,1,5,0.11910906558786573,5
co,1,6,0.12445837236401874,5
co,1,7,0.13209959310313366,5
co,1,8,0.1429891465167188,5
co,1,9,0.15733733960696575,5
co,2,0,0.01408157249034621,5
co,2,1,0.02068860926938626,5
co,2,2,0.06081880575493104,5
co,2,3,0.10102638935533072,5
co,2,4,0.11443830224959912,5
co,2,5,0.12547613434078728,5
co,2,6,0.13908032320631572,5
co,2,7,0.15481174182979648,5
co,2,8,0.17162107916882924,5
co,2,9,0.1879574010891366,5
co,3,0,0.013791371569828558,5
co,3,1,0.016880829943141076,5
co,3,2,0.03986565300363175,5
co,3,3,0.08952554985084729,5
co,3,4,0.11951745961099328,5
co,3,5,0.14213734064953978,5
co,3,6,0.16151373877975608,5
co,3,7,0.17642786042396202,5
co,3,8,0.18690739734621636,5
co,3,9,0.19464775436742598,5
co,4,0,0.01378133501363538,5
co,4,1,0.01746084599658064,5
co,4,2,0.044930455161130596,5
co,4,3,0.09197695048237299,5
co,4,4,0.1098422798583222,5
co,4,5,0.12155860060548138,5
co,4,6,0.13548094000458055,5
co,4,7,0.1519315312052128,5
co,4,8,0.1696169785736338,5
co,4,9,0.18586207510944752,5
co,5,0,0.014277129323730191,5
co,5,1,0.023676429620229426,5
co,5,2,0.07546759503925658,5
co,5,3,0.11620728920777,5
co,5,4,0.13348801658478626,5
co,5,5,0.15280076835355513,5
co,5,6,0.1752141817042833,5
co,5,7,0.1956815486702301,5
co,5,8,0.21120315096902845,5
co,5,9,0.22198819852716892,5
co,6,0,0.014170550482305049,5
co,6,1,0.02050547617751228,5
co,6,2,0.05648694088229271,5
co,6,3,0.09325158521545387,5
co,6,4,0.10419738528605363,5
co,6,5,0.11144802305268871,5
co,6,6,0.12200727452588488,5
co,6,7,0.13742437912076136,5
co,6,8,0.15822349175333758,5
co,6,9,0.1817725826201094,5
co,7,0,0.013720519411061002,5
co,7,1,0.016603168101571742,5
co,7,2,0.03854306258668946,5
co,7,3,0.08369572187726428,5
co,7,4,0.10455263033159816,5
co,7,5,0.1172118674335523,5
co,7,6,0.13270944768571175,5
co,7,7,0.1523082971186135,5
co,7,8,0.17474329036972464,5
co,7,9,0.19696448806655267,5
co,8,0,0.013810995098003022,5
co,8,1,0.018420040213483854,5
co,8,2,0.054423987395899154,5
co,8,3,0.10424008471451929,5
co,8,4,0.11941310538792786,5
co,8,5,0.13087194467342095,5
co,8,6,0.1448470245170864,5
co,8,7,0.16215274757149845,5
co,8,8,0.1799271662328514,5
co,8,9,0.19623287294789357,5
co,9,0,0.014081981458382006,5
co,9,1,0.018788546700133222,5
co,9,2,0.04335128096351976,5
co,9,3,0.07390202409419606,5
co,9,4,0.0879998481981849,5
co,9,5,0.1032991973783997,5
co,9,6,0.12651900709546476,5
co,9,7,0.15466113445452762,5
co,9,8,0.18117417388996201,5
co,9,9,0.20147461003817577,5
