##culture:mono#seed:331#rep:10#mu:(0.01, 0)#cycles:10#init_R:(1000, 1000, 0)#init_n:(10, 0)#init_lag:(1, 0)#Ta:5#alpha:(3, 0)#mut_func:null#max_lag_change:(1.1, 0)
culture,rep,cycle,phase_end,species,genotype,ngrow,nlag,lag,M,L,A
mono,0,0,0,Escherichia coli,E0c0,0.0,10.0,1.0,1000.0,1000.0,0.0
mono,0,0,1,Escherichia coli,E0c0,0.0671853272472443,0.06737946805099602,1.0,999.5067032497818,995.0672574978179,4.982044677204266
mono,0,0,2,Escherichia coli,E0c0,988.1343547673422,5.783866679499471e-11,1.0,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E1c0,1.0,0.0,1.414867898439646,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E2c0,1.0,0.0,1.0197096435984618,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E3c0,1.0,0.0,1.0562384870088473,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E4c0,1.0,0.0,1.9284269701295775,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E5c0,1.0,0.0,1.2730851896717108,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E6c0,1.0,0.0,1.9315790828753667,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E7c0,1.0,0.0,1.8488408391443913,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E8c0,1.0,0.0,1.4359908350664743,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E9c0,1.0,0.0,1.4291099349806746,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E10c0,1.0,0.0,2.0228631985177614,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E11c0,1.0,0.0,1.2928529422850799,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,0,2,Escherichia coli,E12c0,1.0,0.0,1.9545431747295936,899.99981100002,-1.8303476508770076e-27,1009.9997879000219
mono,0,1,1,Escherichia coli,E0c0,3.319448033454588,3.3289984394930756,1.0,1425.3476152501248,753.4774350011145,753.987646723888
mono,0,1,1,Escherichia coli,E1c0,0.007989025193756194,0.014595441816862913,1.414867898439646,1425.3476152501248,753.4774350011145,753.987646723888
mono,0,1,1,Escherichia coli,E2c0,0.0035618430305626655,0.0037108149110417397,1.0197096435984618,1425.3476152501248,753.4774350011145,753.987646723888
mono,0,1,1,Escherichia coli,E3c0,0.003946311868936181,0.004396587566076334,1.0562384870088473,1425.3476152501248,753.4774350011145,753.987646723888
mono,0,1,1,Escherichia coli,E4c0,0.013120899975854926,0.037405632500121085,1.9284269701295775,1425.3476152501248,753.4774350011145,753.987646723888
