seed,culture,rep,gen,tol_time
248Ta3init1010,co,0,0,3.353099252918954
248Ta3init1010,co,0,1,3.365012098828623
248Ta3init1010,co,0,2,3.367061479593598
248Ta3init1010,co,0,3,3.3673570278634126
248Ta3init1010,co,0,4,3.3673970986324266
248Ta3init1010,co,0,5,3.3674024031242946
248Ta3init1010,co,0,6,3.3674030989670887
248Ta3init1010,co,0,7,3.3674031899362813
248Ta3init1010,co,0,8,3.3674032018136817
248Ta3init1010,co,0,9,3.367403203363914
248Ta3init1010,co,0,10,3.6320707196057516
248Ta3init1010,co,0,11,3.7362594598110763
248Ta3init1010,co,0,12,3.8046681532583078
248Ta3init1010,co,0,13,3.8541112720325272
248Ta3init1010,co,0,14,3.8875557909705707
248Ta3init1010,co,0,15,3.9088525365854423
248Ta3init1010,co,0,16,3.921883019762411
248Ta3init1010,co,0,17,3.929641030970307
248Ta3init1010,co,0,18,3.9342037413121127
248Ta3init1010,co,0,19,3.9368609364840137
248Ta3init1010,co,1,0,3.353099252918954
248Ta3init1010,co,1,1,3.365012098828623
248Ta3init1010,co,1,2,3.367061479593598
248Ta3init1010,co,1,3,3.3673570278634126
248Ta3init1010,co,1,4,3.3673970986324266
248Ta3init1010,co,1,5,3.3674024031242946
248Ta3init1010,co,1,6,3.3674030989670887
248Ta3init1010,co,1,7,3.3674031899362813
248Ta3init1010,co,1,8,3.3674032018136817
248Ta3init1010,co,1,9,3.367403203363914
248Ta3init1010,co,1,10,3.3674032035660004
248Ta3init1010,co,1,11,3.367403203592525
248Ta3init1010,co,1,12,3.3674032035958468
248Ta3init1010,co,1,13,3.3674032035962687
248Ta3init1010,co,1,14,3.367403203596415
248Ta3init1010,co,1,15,3.3674032035964077
248Ta3init1010,co,1,16,3.3674032035964068
248Ta3init1010,co,1,17,3.3674032035964263
248Ta3init1010,co,1,18,3.367403203596501
248Ta3init1010,co,1,19,3.3674032035964947
248Ta3init1010,co,2,0,3.353099252918954
248Ta3init1010,co,2,1,3.3666397506773693
248Ta3init1010,co,2,2,3.3692487512112095
248Ta3init1010,co,2,3,3.370120258461793
248Ta3init1010,co,2,4,3.3708625188972894
248Ta3init1010,co,2,5,3.371739914781251
248Ta3init1010,co,2,6,3.3728230946331426
248Ta3init1010,co,2,7,3.3741623564099847
248Ta3init1010,co,2,8,3.3758118138276743
248Ta3init1010,co,2,9,3.3778323694200902
248Ta3init1010,co,2,10,3.3802910298029754
248Ta3init1010,co,2,11,3.383258536741524
248Ta3init1010,co,2,12,3.3868051836376667
248Ta3init1010,co,2,13,3.3909945027953867
248Ta3init1010,co,2,14,3.395874757645294
248Ta3init1010,co,2,15,3.4014687118561358
248Ta3init1010,co,2,16,3.4077629331192294
248Ta3init1010,co,2,17,3.4146987530522854
248Ta3init1010,co,2,18,3.4221413252282584
248Ta3init1010,co,2,19,3.429958557213789
248Ta3init1010,co,3,0,3.353099252918954
248Ta3init1010,co,3,1,3.365012098828623
248Ta3init1010,co,3,2,3.367061479593598
248Ta3init1010,co,3,3,3.368133263596567
248Ta3init1010,co,3,4,3.368331546180838
248Ta3init1010,co,3,5,3.368463397451695
248Ta3init1010,co,3,6,3.368599724816286
248Ta3init1010,co,3,7,3.368751429127482
248Ta3init1010,co,3,8,3.368921690655831
248Ta3init1010,co,3,9,3.3691128642548587
248Ta3init1010,co,3,10,3.3693273960095436
248Ta3init1010,co,3,11,3.3695679559474123
248Ta3init1010,co,3,12,3.3698374669550897
248Ta3init1010,co,3,13,3.370139118039266
248Ta3init1010,co,3,14,3.372947483331033
248Ta3init1010,co,3,15,3.374642648548839
248Ta3init1010,co,3,16,3.3767636059363912
248Ta3init1010,co,3,17,3.3796348532863543
248Ta3init1010,co,3,18,3.3863660982373216
248Ta3init1010,co,3,19,3.39321457325817
248Ta3init1010,co,4,0,3.353099252918954
248Ta3init1010,co,4,1,3.365012098828623
248Ta3init1010,co,4,2,3.367061479593598
248Ta3init1010,co,4,3,3.3673570278634126
248Ta3init1010,co,4,4,3.3673970986324266
248Ta3init1010,co,4,5,3.3674024031242946
248Ta3init1010,co,4,6,3.3674030989670887
248Ta3init1010,co,4,7,3.3674031899362813
248Ta3init1010,co,4,8,3.3674032018136817
248Ta3init1010,co,4,9,3.367403203363914
248Ta3init1010,co,4,10,3.3674032035660004
248Ta3init1010,co,4,11,3.367403203592525
248Ta3init1010,co,4,12,3.3674032035958468
248Ta3init1010,co,4,13,3.3674032035962687
248Ta3init1010,co,4,14,3.7483406558618313
248Ta3init1010,co,4,15,3.905967282225819
248Ta3init1010,co,4,16,4.017700883577116
248Ta3init1010,co,4,17,4.092670281951086
248Ta3init1010,co,4,18,4.137636701238957
248Ta3init1010,co,4,19,4.162655578755812
248Ta3init1010,co,5,0,3.353099252918954
248Ta3init1010,co,5,1,3.365012098828623
248Ta3init1010,co,5,2,3.367061479593598
248Ta3init1010,co,5,3,3.3673570278634126
248Ta3init1010,co,5,4,3.3673970986324266
248Ta3init1010,co,5,5,3.3674024031242946
248Ta3init1010,co,5,6,3.3674030989670887
248Ta3init1010,co,5,7,3.3674031899362813
248Ta3init1010,co,5,8,3.3674032018136817
248Ta3init1010,co,5,9,3.367403203363914
248Ta3init1010,co,5,10,3.3674032035660004
248Ta3init1010,co,5,11,3.367403203592525
248Ta3init1010,co,5,12,3.3674032035958468
248Ta3init1010,co,5,13,3.3674032035962687
248Ta3init1010,co,5,14,3.367403203596415
248Ta3init1010,co,5,15,3.3674032035964077
248Ta3init1010,co,5,16,3.3674032035964068
248Ta3init1010,co,5,17,3.7263062311127455
248Ta3init1010,co,5,18,3.8728280218347853
248Ta3init1010,co,5,19,3.975675822388929
248Ta3init1010,co,6,0,3.353099252918954
248Ta3init1010,co,6,1,3.365012098828623
248Ta3init1010,co,6,2,3.367061479593598
248Ta3init1010,co,6,3,3.3673570278634126
248Ta3init1010,co,6,4,3.3673970986324266
248Ta3init1010,co,6,5,3.3674024031242946
248Ta3init1010,co,6,6,3.3674030989670887
248Ta3init1010,co,6,7,3.3674031899362813
248Ta3init1010,co,6,8,3.3674032018136817
248Ta3init1010,co,6,9,3.367403203363914
248Ta3init1010,co,6,10,3.3674032035660004
248Ta3init1010,co,6,11,3.367403203592525
248Ta3init1010,co,6,12,3.3674032035958468
248Ta3init1010,co,6,13,3.3674032035962687
248Ta3init1010,co,6,14,3.367403203596415
248Ta3init1010,co,6,15,3.3674032035964077
248Ta3init1010,co,6,16,3.3674032035964068
248Ta3init1010,co,6,17,3.3674032035964263
248Ta3init1010,co,6,18,3.367403203596501
248Ta3init1010,co,6,19,3.3674032035964947
248Ta3init1010,co,7,0,3.353099252918954
248Ta3init1010,co,7,1,3.365012098828623
