well,species,season,alive,n_genotypes,s,MIC,mutations,n_species,u,rep,gens,mutant_function
6,1,14,False,0,,,,3,0.001,2,20,null
6,2,14,False,0,,,,3,0.001,2,20,null
7,0,14,False,0,,,,3,0.001,2,20,null
7,1,14,False,0,,,,3,0.001,2,20,null
7,2,14,False,0,,,,3,0.001,2,20,null
8,0,14,False,0,,,,3,0.001,2,20,null
8,1,14,False,0,,,,3,0.001,2,20,null
8,2,14,False,0,,,,3,0.001,2,20,null
9,0,14,False,0,,,,3,0.001,2,20,null
9,1,14,False,0,,,,3,0.001,2,20,null
9,2,14,False,0,,,,3,0.001,2,20,null
10,0,14,False,0,,,,3,0.001,2,20,null
10,1,14,False,0,,,,3,0.001,2,20,null
10,2,14,False,0,,,,3,0.001,2,20,null
11,0,14,False,0,,,,3,0.001,2,20,null
11,1,14,False,0,,,,3,0.001,2,20,null
11,2,14,False,0,,,,3,0.001,2,20,null
12,0,14,False,0,,,,3,0.001,2,20,null
12,1,14,False,0,,,,3,0.001,2,20,null
12,2,14,False,0,,,,3,0.001,2,20,null
13,0,14,False,0,,,,3,0.001,2,20,null
13,1,14,False,0,,,,3,0.001,2,20,null
13,2,14,False,0,,,,3,0.001,2,20,null
14,0,14,False,0,,,,3,0.001,2,20,null
14,1,14,False,0,,,,3,0.001,2,20,null
14,2,14,False,0,,,,3,0.001,2,20,null
0,0,15,True,8,2.1997548872331967,1.327329027688762,6.309999999999999,3,0.001,2,20,null
0,1,15,True,7,1.3813246224312525,1.2300568806400634,2.7079999999999997,3,0.001,2,20,null
0,2,15,True,12,1.7141555734823457,1.0611322757176502,4.0779999999999985,3,0.001,2,20,null
1,0,15,True,22,2.2538687867982348,2.063647100978892,7.714,3,0.001,2,20,null
1,1,15,True,5,1.7489014590933962,2.114324737099494,4.047999999999999,3,0.001,2,20,null
1,2,15,True,13,1.5660227736140686,1.9139134333512877,3.9079999999999995,3,0.001,2,20,null
2,0,15,True,11,2.197628792688096,2.7148053706384894,7.239,3,0.001,2,20,null
2,1,15,True,14,1.7962001503156027,2.4433092537468024,4.407999999999999,3,0.001,2,20,null
2,2,15,True,11,1.4388255663244474,3.3262214002478077,5.678999999999999,3,0.001,2,20,null
3,0,15,True,10,2.1754696845656127,3.503069227915679,6.978,3,0.001,2,20,null
3,1,15,True,10,1.9793862287504405,3.5130692036129156,5.4559999999999995,3,0.001,2,20,null
3,2,15,True,12,1.769066894863052,4.764312369137202,6.969,3,0.001,2,20,null
4,0,15,True,4,2.0458745268442287,4.20376226104955,7.008,3,0.001,2,20,null
4,1,15,True,10,1.3387854087828461,4.157559777505302,6.065999999999999,3,0.001,2,20,null
4,2,15,True,9,1.7653626875616213,4.741602472878842,6.931,3,0.001,2,20,null
5,0,15,False,0,,,,3,0.001,2,20,null
5,1,15,False,0,,,,3,0.001,2,20,null
5,2,15,False,0,,,,3,0.001,2,20,null
6,0,15,False,0,,,,3,0.001,2,20,null
6,1,15,False,0,,,,3,0.001,2,20,null
6,2,15,False,0,,,,3,0.001,2,20,null
7,0,15,False,0,,,,3,0.001,2,20,null
7,1,15,False,0,,,,3,0.001,2,20,null
7,2,15,False,0,,,,3,0.001,2,20,null
8,0,15,False,0,,,,3,0.001,2,20,null
8,1,15,False,0,,,,3,0.001,2,20,null
8,2,15,False,0,,,,3,0.001,2,20,null
9,0,15,False,0,,,,3,0.001,2,20,null
9,1,15,False,0,,,,3,0.001,2,20,null
9,2,15,False,0,,,,3,0.001,2,20,null
10,0,15,False,0,,,,3,0.001,2,20,null
10,1,15,False,0,,,,3,0.001,2,20,null
10,2,15,False,0,,,,3,0.001,2,20,null
11,0,15,False,0,,,,3,0.001,2,20,null
11,1,15,False,0,,,,3,0.001,2,20,null
11,2,15,False,0,,,,3,0.001,2,20,null
12,0,15,False,0,,,,3,0.001,2,20,null
12,1,15,False,0,,,,3,0.001,2,20,null
12,2,15,False,0,,,,3,0.001,2,20,null
13,0,15,False,0,,,,3,0.001,2,20,null
13,1,15,False,0,,,,3,0.001,2,20,null
13,2,15,False,0,,,,3,0.001,2,20,null
14,0,15,False,0,,,,3,0.001,2,20,null
14,1,15,False,0,,,,3,0.001,2,20,null
14,2,15,False,0,,,,3,0.001,2,20,null
0,0,16,True,10,2.286165088527151,1.332769339866253,6.630000000000001,3,0.001,2,20,null
0,1,16,True,6,1.4210303984880208,1.3591836606547563,2.967,3,0.001,2,20,null
0,2,16,True,9,1.719041242344572,1.0785695376610436,4.147,3,0.001,2,20,null
1,0,16,True,18,2.2611354247427777,1.9747207450017699,7.711000000000001,3,0.001,2,20,null
1,1,16,True,9,1.7406622153710611,2.0948952468648874,4.069999999999999,3,0.001,2,20,null
1,2,16,True,14,1.621349771656214,1.90465502919206,4.212,3,0.001,2,20,null
2,0,16,True,11,2.2142325419619633,2.5635252957010204,7.4799999999999995,3,0.001,2,20,null
2,1,16,True,11,2.069356278338084,3.7080357051973967,5.684999999999999,3,0.001,2,20,null
2,2,16,True,13,1.5084581220568882,3.835489573569159,6.2219999999999995,3,0.001,2,20,null
3,0,16,True,11,2.183130009182254,3.5365977596976377,7.055000000000001,3,0.001,2,20,null
3,1,16,True,13,2.1291840002168754,4.000308248464597,5.9639999999999995,3,0.001,2,20,null
3,2,16,True,12,1.7650909771250485,4.728994703269123,6.954,3,0.001,2,20,null
4,0,16,True,9,2.051301917554261,4.224824052700324,7.0870000000000015,3,0.001,2,20,null
4,1,16,True,7,2.1446513301480015,4.064976168952254,6.033999999999998,3,0.001,2,20,null
4,2,16,True,9,1.7761945374891457,4.799116663410681,7.040000000000002,3,0.001,2,20,null
5,0,16,False,0,,,,3,0.001,2,20,null
5,1,16,False,0,,,,3,0.001,2,20,null
5,2,16,False,0,,,,3,0.001,2,20,null
6,0,16,False,0,,,,3,0.001,2,20,null
6,1,16,False,0,,,,3,0.001,2,20,null
6,2,16,False,0,,,,3,0.001,2,20,null
7,0,16,False,0,,,,3,0.001,2,20,null
7,1,16,False,0,,,,3,0.001,2,20,null
7,2,16,False,0,,,,3,0.001,2,20,null
8,0,16,False,0,,,,3,0.001,2,20,null
8,1,16,False,0,,,,3,0.001,2,20,null
8,2,16,False,0,,,,3,0.001,2,20,null
9,0,16,False,0,,,,3,0.001,2,20,null
9,1,16,False,0,,,,3,0.001,2,20,null
9,2,16,False,0,,,,3,0.001,2,20,null
10,0,16,False,0,,,,3,0.001,2,20,null
10,1,16,False,0,,,,3,0.001,2,20,null
10,2,16,False,0,,,,3,0.001,2,20,null
11,0,16,False,0,,,,3,0.001,2,20,null
11,1,16,False,0,,,,3,0.001,2,20,null
11,2,16,False,0,,,,3,0.001,2,20,null
12,0,16,False,0,,,,3,0.001,2,20,null
12,1,16,False,0,,,,3,0.001,2,20,null
12,2,16,False,0,,,,3,0.001,2,20,null
13,0,16,False,0,,,,3,0.001,2,20,null
13,1,16,False,0,,,,3,0.001,2,20,null
13,2,16,False,0,,,,3,0.001,2,20,null
14,0,16,False,0,,,,3,0.001,2,20,null
14,1,16,False,0,,,,3,0.001,2,20,null
14,2,16,False,0,,,,3,0.001,2,20,null
0,0,17,True,8,2.3806839722529447,1.325096163994108,6.9399999999999995,3,0.001,2,20,null
0,1,17,True,6,1.4283588099985036,1.3816284811911073,3.005,3,0.001,2,20,null
0,2,17,True,9,1.7238320823831261,1.0706329608621168,4.146,3,0.001,2,20,null
1,0,17,True,10,2.3150198462671856,1.7928856074902544,7.546000000000001,3,0.001,2,20,null
1,1,17,True,5,1.7496513815816324,2.117300435587977,4.047,3,0.001,2,20,null
1,2,17,True,11,1.6860452712983391,1.8800155639002316,4.887999999999999,3,0.001,2,20,null
2,0,17,True,13,2.2159164070164077,2.5535731389449716,7.588,3,0.001,2,20,null
2,1,17,True,8,2.137928384362,4.020122996204216,5.988,3,0.001,2,20,null
2,2,17,True,14,1.5351840920589503,4.061167088372656,6.536,3,0.001,2,20,null
3,0,17,True,9,2.1860904859862593,3.5182327462674605,7.1080000000000005,3,0.001,2,20,null
3,1,17,True,9,2.15036243096092,4.086389711833018,6.059,3,0.001,2,20,null
3,2,17,True,15,1.7906520644837638,4.819758762860909,7.2040000000000015,3,0.001,2,20,null
4,0,17,True,7,2.047889935537769,4.219462099022058,7.063,3,0.001,2,20,null
4,1,17,True,10,2.147106426379634,4.067646157185403,6.034999999999999,3,0.001,2,20,null
4,2,17,True,9,1.7802455827586237,4.821175837671011,7.087000000000001,3,0.001,2,20,null
5,0,17,False,0,,,,3,0.001,2,20,null
5,1,17,False,0,,,,3,0.001,2,20,null
5,2,17,False,0,,,,3,0.001,2,20,null
6,0,17,False,0,,,,3,0.001,2,20,null
6,1,17,False,0,,,,3,0.001,2,20,null
6,2,17,False,0,,,,3,0.001,2,20,null
7,0,17,False,0,,,,3,0.001,2,20,null
7,1,17,False,0,,,,3,0.001,2,20,null
7,2,17,False,0,,,,3,0.001,2,20,null
8,0,17,False,0,,,,3,0.001,2,20,null
8,1,17,False,0,,,,3,0.001,2,20,null
8,2,17,False,0,,,,3,0.001,2,20,null
9,0,17,False,0,,,,3,0.001,2,20,null
9,1,17,False,0,,,,3,0.001,2,20,null
9,2,17,False,0,,,,3,0.001,2,20,null
10,0,17,False,0,,,,3,0.001,2,20,null
10,1,17,False,0,,,,3,0.001,2,20,null
10,2,17,False,0,,,,3,0.001,2,20,null
11,0,17,False,0,,,,3,0.001,2,20,null
11,1,17,False,0,,,,3,0.001,2,20,null
11,2,17,False,0,,,,3,0.001,2,20,null
12,0,17,False,0,,,,3,0.001,2,20,null
12,1,17,False,0,,,,3,0.001,2,20,null
12,2,17,False,0,,,,3,0.001,2,20,null
13,0,17,False,0,,,,3,0.001,2,20,null
13,1,17,False,0,,,,3,0.001,2,20,null
13,2,17,False,0,,,,3,0.001,2,20,null
14,0,17,False,0,,,,3,0.001,2,20,null
14,1,17,False,0,,,,3,0.001,2,20,null
14,2,17,False,0,,,,3,0.001,2,20,null
0,0,18,True,11,2.3965051038590306,1.3322851904802966,7.02,3,0.001,2,20,null
0,1,18,True,8,1.429476894005689,1.4013859261797006,3.0189999999999997,3,0.001,2,20,null
0,2,18,True,8,1.756733925283578,1.1186819466390423,4.290999999999999,3,0.001,2,20,null
1,0,18,True,14,2.353888194332756,1.6129149136952776,7.441000000000002,3,0.001,2,20,null
1,1,18,True,8,1.7491189622180567,2.1226559088118186,4.101,3,0.001,2,20,null
1,2,18,True,17,1.76537296740805,1.8185432442061151,5.495999999999998,3,0.001,2,20,null
2,0,18,True,12,2.2344809343120042,2.4293307051439603,7.743000000000001,3,0.001,2,20,null
2,1,18,True,9,2.1450040289221617,4.032594421014491,6.023999999999999,3,0.001,2,20,null
2,2,18,True,11,1.6372501241243407,4.659155465914046,7.326999999999999,3,0.001,2,20,null
3,0,18,True,10,2.190450563270579,3.445651507742423,7.224000000000001,3,0.001,2,20,null
3,1,18,True,9,2.156915461681946,4.116179159446915,6.111999999999998,3,0.001,2,20,null
3,2,18,True,13,1.8845934606942685,4.8290317566046825,7.5520000000000005,3,0.001,2,20,null
4,0,18,True,8,2.0521493157426964,4.22863920700687,7.094000000000001,3,0.001,2,20,null
4,1,18,True,6,2.1681957828344616,4.108216136707284,6.175999999999999,3,0.001,2,20,null
4,2,18,True,17,1.8783417115313685,4.826724516119611,7.525,3,0.001,2,20,null
5,0,18,False,0,,,,3,0.001,2,20,null
5,1,18,False,0,,,,3,0.001,2,20,null
5,2,18,False,0,,,,3,0.001,2,20,null
6,0,18,False,0,,,,3,0.001,2,20,null
6,1,18,False,0,,,,3,0.001,2,20,null
6,2,18,False,0,,,,3,0.001,2,20,null
7,0,18,False,0,,,,3,0.001,2,20,null
7,1,18,False,0,,,,3,0.001,2,20,null
7,2,18,False,0,,,,3,0.001,2,20,null
8,0,18,False,0,,,,3,0.001,2,20,null
8,1,18,False,0,,,,3,0.001,2,20,null
8,2,18,False,0,,,,3,0.001,2,20,null
9,0,18,False,0,,,,3,0.001,2,20,null
9,1,18,False,0,,,,3,0.001,2,20,null
9,2,18,False,0,,,,3,0.001,2,20,null
10,0,18,False,0,,,,3,0.001,2,20,null
10,1,18,False,0,,,,3,0.001,2,20,null
10,2,18,False,0,,,,3,0.001,2,20,null
11,0,18,False,0,,,,3,0.001,2,20,null
11,1,18,False,0,,,,3,0.001,2,20,null
11,2,18,False,0,,,,3,0.001,2,20,null
12,0,18,False,0,,,,3,0.001,2,20,null
12,1,18,False,0,,,,3,0.001,2,20,null
12,2,18,False,0,,,,3,0.001,2,20,null
13,0,18,False,0,,,,3,0.001,2,20,null
13,1,18,False,0,,,,3,0.001,2,20,null
13,2,18,False,0,,,,3,0.001,2,20,null
14,0,18,False,0,,,,3,0.001,2,20,null
14,1,18,False,0,,,,3,0.001,2,20,null
14,2,18,False,0,,,,3,0.001,2,20,null
0,0,19,True,8,2.4004199791135408,1.3611695750109118,7.077000000000001,3,0.001,2,20,null
0,1,19,True,11,1.432657283379241,1.4054782476581265,3.0950000000000006,3,0.001,2,20,null
0,2,19,True,11,1.8394249490579193,1.2949183998413583,4.718999999999999,3,0.001,2,20,null
1,0,19,True,11,2.395458128037522,1.506036147089627,7.426,3,0.001,2,20,null
1,1,19,True,7,1.7489873517900145,2.1307837818307176,4.119,3,0.001,2,20,null
1,2,19,True,20,1.834575253512967,1.7073686455026351,5.500999999999999,3,0.001,2,20,null
2,0,19,True,16,2.253304178096031,2.270305694277313,7.945999999999999,3,0.001,2,20,null
2,1,19,True,8,2.1702256202332144,4.05951406127445,6.204,3,0.001,2,20,null
2,2,19,True,6,1.880955751361487,3.8369391110080215,7.146999999999999,3,0.001,2,20,null
3,0,19,True,12,2.1920925219089775,3.4460594482862894,7.276000000000001,3,0.001,2,20,null
3,1,19,True,14,2.1893167107477223,4.163906078698866,6.377,3,0.001,2,20,null
3,2,19,True,11,1.9655964634396177,4.850066097452048,7.908000000000001,3,0.001,2,20,null
4,0,19,True,10,2.063273102285339,4.260313891062684,7.229,3,0.001,2,20,null
4,1,19,True,13,2.218481075310888,4.290337824522693,6.567000000000002,3,0.001,2,20,null
4,2,19,True,12,2.0190804931941204,4.933539452427437,8.128,3,0.001,2,20,null
5,0,19,True,6,2.1033489383651145,5.256298102581909,8.529,3,0.001,2,20,null
5,1,19,True,4,2.1146955441140625,5.15954384370671,7.003,3,0.001,2,20,null
5,2,19,True,9,2.1669202850721243,5.378431344314245,8.970999999999997,3,0.001,2,20,null
6,0,19,False,0,,,,3,0.001,2,20,null
6,1,19,False,0,,,,3,0.001,2,20,null
6,2,19,False,0,,,,3,0.001,2,20,null
7,0,19,False,0,,,,3,0.001,2,20,null
7,1,19,False,0,,,,3,0.001,2,20,null
7,2,19,False,0,,,,3,0.001,2,20,null
8,0,19,False,0,,,,3,0.001,2,20,null
8,1,19,False,0,,,,3,0.001,2,20,null
8,2,19,False,0,,,,3,0.001,2,20,null
9,0,19,False,0,,,,3,0.001,2,20,null
9,1,19,False,0,,,,3,0.001,2,20,null
9,2,19,False,0,,,,3,0.001,2,20,null
10,0,19,False,0,,,,3,0.001,2,20,null
10,1,19,False,0,,,,3,0.001,2,20,null
10,2,19,False,0,,,,3,0.001,2,20,null
11,0,19,False,0,,,,3,0.001,2,20,null
11,1,19,False,0,,,,3,0.001,2,20,null
11,2,19,False,0,,,,3,0.001,2,20,null
12,0,19,False,0,,,,3,0.001,2,20,null
12,1,19,False,0,,,,3,0.001,2,20,null
12,2,19,False,0,,,,3,0.001,2,20,null
13,0,19,False,0,,,,3,0.001,2,20,null
13,1,19,False,0,,,,3,0.001,2,20,null
13,2,19,False,0,,,,3,0.001,2,20,null
14,0,19,False,0,,,,3,0.001,2,20,null
14,1,19,False,0,,,,3,0.001,2,20,null
14,2,19,False,0,,,,3,0.001,2,20,null
0,0,0,True,6,1.0083786628913003,0.000487737061295497,0.08800000000000001,1,0.001,3,20,null
1,0,0,False,0,,,,1,0.001,3,20,null
2,0,0,False,0,,,,1,0.001,3,20,null
3,0,0,False,0,,,,1,0.001,3,20,null
4,0,0,False,0,,,,1,0.001,3,20,null
5,0,0,False,0,,,,1,0.001,3,20,null
6,0,0,False,0,,,,1,0.001,3,20,null
7,0,0,False,0,,,,1,0.001,3,20,null
8,0,0,False,0,,,,1,0.001,3,20,null
9,0,0,False,0,,,,1,0.001,3,20,null
10,0,0,False,0,,,,1,0.001,3,20,null
11,0,0,False,0,,,,1,0.001,3,20,null
12,0,0,False,0,,,,1,0.001,3,20,null
13,0,0,False,0,,,,1,0.001,3,20,null
14,0,0,False,0,,,,1,0.001,3,20,null
0,0,1,True,9,1.0524878753655162,0.0030609815321370934,0.452,1,0.001,3,20,null
1,0,1,False,0,,,,1,0.001,3,20,null
2,0,1,False,0,,,,1,0.001,3,20,null
3,0,1,False,0,,,,1,0.001,3,20,null
4,0,1,False,0,,,,1,0.001,3,20,null
5,0,1,False,0,,,,1,0.001,3,20,null
6,0,1,False,0,,,,1,0.001,3,20,null
7,0,1,False,0,,,,1,0.001,3,20,null
8,0,1,False,0,,,,1,0.001,3,20,null
9,0,1,False,0,,,,1,0.001,3,20,null
10,0,1,False,0,,,,1,0.001,3,20,null
11,0,1,False,0,,,,1,0.001,3,20,null
12,0,1,False,0,,,,1,0.001,3,20,null
13,0,1,False,0,,,,1,0.001,3,20,null
14,0,1,False,0,,,,1,0.001,3,20,null
0,0,2,True,8,1.1037516989653875,0.0008098874908387714,0.9230000000000002,1,0.001,3,20,null
1,0,2,False,0,,,,1,0.001,3,20,null
2,0,2,False,0,,,,1,0.001,3,20,null
3,0,2,False,0,,,,1,0.001,3,20,null
4,0,2,False,0,,,,1,0.001,3,20,null
5,0,2,False,0,,,,1,0.001,3,20,null
6,0,2,False,0,,,,1,0.001,3,20,null
7,0,2,False,0,,,,1,0.001,3,20,null
8,0,2,False,0,,,,1,0.001,3,20,null
9,0,2,False,0,,,,1,0.001,3,20,null
10,0,2,False,0,,,,1,0.001,3,20,null
11,0,2,False,0,,,,1,0.001,3,20,null
12,0,2,False,0,,,,1,0.001,3,20,null
13,0,2,False,0,,,,1,0.001,3,20,null
14,0,2,False,0,,,,1,0.001,3,20,null
0,0,3,True,8,1.1192627955439283,0.012196506108253218,1.0990000000000002,1,0.001,3,20,null
1,0,3,False,0,,,,1,0.001,3,20,null
2,0,3,False,0,,,,1,0.001,3,20,null
3,0,3,False,0,,,,1,0.001,3,20,null
4,0,3,False,0,,,,1,0.001,3,20,null
5,0,3,False,0,,,,1,0.001,3,20,null
6,0,3,False,0,,,,1,0.001,3,20,null
7,0,3,False,0,,,,1,0.001,3,20,null
8,0,3,False,0,,,,1,0.001,3,20,null
9,0,3,False,0,,,,1,0.001,3,20,null
10,0,3,False,0,,,,1,0.001,3,20,null
11,0,3,False,0,,,,1,0.001,3,20,null
12,0,3,False,0,,,,1,0.001,3,20,null
13,0,3,False,0,,,,1,0.001,3,20,null
14,0,3,False,0,,,,1,0.001,3,20,null
0,0,4,True,10,1.121181083022825,0.0055569088615324645,1.035,1,0.001,3,20,null
1,0,4,False,0,,,,1,0.001,3,20,null
2,0,4,False,0,,,,1,0.001,3,20,null
3,0,4,False,0,,,,1,0.001,3,20,null
4,0,4,False,0,,,,1,0.001,3,20,null
5,0,4,False,0,,,,1,0.001,3,20,null
6,0,4,False,0,,,,1,0.001,3,20,null
7,0,4,False,0,,,,1,0.001,3,20,null
8,0,4,False,0,,,,1,0.001,3,20,null
9,0,4,False,0,,,,1,0.001,3,20,null
10,0,4,False,0,,,,1,0.001,3,20,null
11,0,4,False,0,,,,1,0.001,3,20,null
12,0,4,False,0,,,,1,0.001,3,20,null
13,0,4,False,0,,,,1,0.001,3,20,null
14,0,4,False,0,,,,1,0.001,3,20,null
0,0,5,True,9,1.1231087696195705,0.021915266900186945,1.047,1,0.001,3,20,null
1,0,5,False,0,,,,1,0.001,3,20,null
2,0,5,False,0,,,,1,0.001,3,20,null
3,0,5,False,0,,,,1,0.001,3,20,null
4,0,5,False,0,,,,1,0.001,3,20,null
5,0,5,False,0,,,,1,0.001,3,20,null
6,0,5,False,0,,,,1,0.001,3,20,null
7,0,5,False,0,,,,1,0.001,3,20,null
8,0,5,False,0,,,,1,0.001,3,20,null
9,0,5,False,0,,,,1,0.001,3,20,null
10,0,5,False,0,,,,1,0.001,3,20,null
11,0,5,False,0,,,,1,0.001,3,20,null
12,0,5,False,0,,,,1,0.001,3,20,null
13,0,5,False,0,,,,1,0.001,3,20,null
14,0,5,False,0,,,,1,0.001,3,20,null
0,0,6,True,10,1.1238960905318982,0.01176627157578654,1.036,1,0.001,3,20,null
1,0,6,True,5,1.1219267135347675,1.051261122099411,2.0200000000000005,1,0.001,3,20,null
2,0,6,False,0,,,,1,0.001,3,20,null
3,0,6,False,0,,,,1,0.001,3,20,null
4,0,6,False,0,,,,1,0.001,3,20,null
5,0,6,False,0,,,,1,0.001,3,20,null
6,0,6,False,0,,,,1,0.001,3,20,null
7,0,6,False,0,,,,1,0.001,3,20,null
8,0,6,False,0,,,,1,0.001,3,20,null
9,0,6,False,0,,,,1,0.001,3,20,null
10,0,6,False,0,,,,1,0.001,3,20,null
11,0,6,False,0,,,,1,0.001,3,20,null
12,0,6,False,0,,,,1,0.001,3,20,null
13,0,6,False,0,,,,1,0.001,3,20,null
14,0,6,False,0,,,,1,0.001,3,20,null
0,0,7,True,11,1.1380422803001393,0.02909082111210403,1.1720000000000002,1,0.001,3,20,null
1,0,7,True,4,1.1220249881674553,1.0530170458660248,2.0210000000000004,1,0.001,3,20,null
2,0,7,False,0,,,,1,0.001,3,20,null
3,0,7,False,0,,,,1,0.001,3,20,null
4,0,7,False,0,,,,1,0.001,3,20,null
5,0,7,False,0,,,,1,0.001,3,20,null
6,0,7,False,0,,,,1,0.001,3,20,null
7,0,7,False,0,,,,1,0.001,3,20,null
8,0,7,False,0,,,,1,0.001,3,20,null
9,0,7,False,0,,,,1,0.001,3,20,null
10,0,7,False,0,,,,1,0.001,3,20,null
11,0,7,False,0,,,,1,0.001,3,20,null
12,0,7,False,0,,,,1,0.001,3,20,null
13,0,7,False,0,,,,1,0.001,3,20,null
14,0,7,False,0,,,,1,0.001,3,20,null
0,0,8,True,12,1.1885023628437175,0.06837698109059784,1.613,1,0.001,3,20,null
1,0,8,True,7,1.1217728708344998,1.0518309316301113,2.024,1,0.001,3,20,null
2,0,8,False,0,,,,1,0.001,3,20,null
3,0,8,False,0,,,,1,0.001,3,20,null
4,0,8,False,0,,,,1,0.001,3,20,null
5,0,8,False,0,,,,1,0.001,3,20,null
6,0,8,False,0,,,,1,0.001,3,20,null
7,0,8,False,0,,,,1,0.001,3,20,null
8,0,8,False,0,,,,1,0.001,3,20,null
9,0,8,False,0,,,,1,0.001,3,20,null
10,0,8,False,0,,,,1,0.001,3,20,null
11,0,8,False,0,,,,1,0.001,3,20,null
12,0,8,False,0,,,,1,0.001,3,20,null
13,0,8,False,0,,,,1,0.001,3,20,null
14,0,8,False,0,,,,1,0.001,3,20,null
0,0,9,True,10,1.2339936847013862,0.228867342567244,1.9289999999999998,1,0.001,3,20,null
1,0,9,True,3,1.1269493199202363,1.1349454394950533,2.1329999999999996,1,0.001,3,20,null
2,0,9,False,0,,,,1,0.001,3,20,null
3,0,9,False,0,,,,1,0.001,3,20,null
4,0,9,False,0,,,,1,0.001,3,20,null
5,0,9,False,0,,,,1,0.001,3,20,null
6,0,9,False,0,,,,1,0.001,3,20,null
7,0,9,False,0,,,,1,0.001,3,20,null
8,0,9,False,0,,,,1,0.001,3,20,null
9,0,9,False,0,,,,1,0.001,3,20,null
10,0,9,False,0,,,,1,0.001,3,20,null
11,0,9,False,0,,,,1,0.001,3,20,null
12,0,9,False,0,,,,1,0.001,3,20,null
13,0,9,False,0,,,,1,0.001,3,20,null
14,0,9,False,0,,,,1,0.001,3,20,null
0,0,10,True,8,1.251098589516472,0.3328438326780135,2.0090000000000003,1,0.001,3,20,null
1,0,10,True,8,1.1267474100562536,1.1351933737710185,2.1369999999999996,1,0.001,3,20,null
2,0,10,False,0,,,,1,0.001,3,20,null
3,0,10,False,0,,,,1,0.001,3,20,null
4,0,10,False,0,,,,1,0.001,3,20,null
5,0,10,False,0,,,,1,0.001,3,20,null
6,0,10,False,0,,,,1,0.001,3,20,null
7,0,10,False,0,,,,1,0.001,3,20,null
8,0,10,False,0,,,,1,0.001,3,20,null
9,0,10,False,0,,,,1,0.001,3,20,null
10,0,10,False,0,,,,1,0.001,3,20,null
11,0,10,False,0,,,,1,0.001,3,20,null
12,0,10,False,0,,,,1,0.001,3,20,null
13,0,10,False,0,,,,1,0.001,3,20,null
14,0,10,False,0,,,,1,0.001,3,20,null
0,0,11,True,11,1.2608142511503857,0.4985535580876841,2.069,1,0.001,3,20,null
1,0,11,True,11,1.1307480734295932,1.2057529123654607,2.2839999999999994,1,0.001,3,20,null
2,0,11,True,13,1.2043774699884924,2.8156870695429665,4.108,1,0.001,3,20,null
3,0,11,False,0,,,,1,0.001,3,20,null
4,0,11,False,0,,,,1,0.001,3,20,null
5,0,11,False,0,,,,1,0.001,3,20,null
6,0,11,False,0,,,,1,0.001,3,20,null
7,0,11,False,0,,,,1,0.001,3,20,null
8,0,11,False,0,,,,1,0.001,3,20,null
9,0,11,False,0,,,,1,0.001,3,20,null
10,0,11,False,0,,,,1,0.001,3,20,null
11,0,11,False,0,,,,1,0.001,3,20,null
12,0,11,False,0,,,,1,0.001,3,20,null
13,0,11,False,0,,,,1,0.001,3,20,null
14,0,11,False,0,,,,1,0.001,3,20,null
0,0,12,True,10,1.2929510172668242,0.8297705637663434,2.222,1,0.001,3,20,null
1,0,12,True,10,1.3191761003655502,1.7720307423185186,2.8020000000000005,1,0.001,3,20,null
2,0,12,True,11,1.2057397309970261,2.855931391974648,4.247,1,0.001,3,20,null
3,0,12,True,7,1.225243450278823,3.5334970274554713,5.752999999999999,1,0.001,3,20,null
4,0,12,False,0,,,,1,0.001,3,20,null
5,0,12,False,0,,,,1,0.001,3,20,null
6,0,12,False,0,,,,1,0.001,3,20,null
7,0,12,False,0,,,,1,0.001,3,20,null
8,0,12,False,0,,,,1,0.001,3,20,null
9,0,12,False,0,,,,1,0.001,3,20,null
10,0,12,False,0,,,,1,0.001,3,20,null
11,0,12,False,0,,,,1,0.001,3,20,null
12,0,12,False,0,,,,1,0.001,3,20,null
13,0,12,False,0,,,,1,0.001,3,20,null
14,0,12,False,0,,,,1,0.001,3,20,null
0,0,13,True,10,1.360331854465782,1.4709412067118424,2.642,1,0.001,3,20,null
1,0,13,True,6,1.4076349449628276,1.9991559705906201,3.033,1,0.001,3,20,null
2,0,13,True,15,1.2157440123861198,2.8969654454114213,4.448999999999999,1,0.001,3,20,null
3,0,13,True,15,1.2312121831671388,3.5709033974162474,5.865999999999997,1,0.001,3,20,null
4,0,13,True,5,1.3077298061759421,4.312749444058393,7.011,1,0.001,3,20,null
5,0,13,False,0,,,,1,0.001,3,20,null
6,0,13,False,0,,,,1,0.001,3,20,null
7,0,13,False,0,,,,1,0.001,3,20,null
8,0,13,False,0,,,,1,0.001,3,20,null
9,0,13,False,0,,,,1,0.001,3,20,null
10,0,13,False,0,,,,1,0.001,3,20,null
11,0,13,False,0,,,,1,0.001,3,20,null
12,0,13,False,0,,,,1,0.001,3,20,null
13,0,13,False,0,,,,1,0.001,3,20,null
14,0,13,False,0,,,,1,0.001,3,20,null
0,0,14,True,15,1.4364974314375798,1.8342984060556873,3.119,1,0.001,3,20,null
1,0,14,True,15,1.4390676297612917,2.011569472471011,3.255,1,0.001,3,20,null
2,0,14,True,16,1.3151434834060665,2.7530530683402734,4.289,1,0.001,3,20,null
3,0,14,True,14,1.2667150656867827,3.646960284875066,6.007000000000001,1,0.001,3,20,null
