well,species,season,alive,n_genotypes,s,MIC,mutations,n_species,u,rep,gens,mutant_function
3,0,6,False,0,,,,3,0.001,0,20,null
3,1,6,False,0,,,,3,0.001,0,20,null
3,2,6,False,0,,,,3,0.001,0,20,null
4,0,6,False,0,,,,3,0.001,0,20,null
4,1,6,False,0,,,,3,0.001,0,20,null
4,2,6,False,0,,,,3,0.001,0,20,null
5,0,6,False,0,,,,3,0.001,0,20,null
5,1,6,False,0,,,,3,0.001,0,20,null
5,2,6,False,0,,,,3,0.001,0,20,null
6,0,6,False,0,,,,3,0.001,0,20,null
6,1,6,False,0,,,,3,0.001,0,20,null
6,2,6,False,0,,,,3,0.001,0,20,null
7,0,6,False,0,,,,3,0.001,0,20,null
7,1,6,False,0,,,,3,0.001,0,20,null
7,2,6,False,0,,,,3,0.001,0,20,null
8,0,6,False,0,,,,3,0.001,0,20,null
8,1,6,False,0,,,,3,0.001,0,20,null
8,2,6,False,0,,,,3,0.001,0,20,null
9,0,6,False,0,,,,3,0.001,0,20,null
9,1,6,False,0,,,,3,0.001,0,20,null
9,2,6,False,0,,,,3,0.001,0,20,null
10,0,6,False,0,,,,3,0.001,0,20,null
10,1,6,False,0,,,,3,0.001,0,20,null
10,2,6,False,0,,,,3,0.001,0,20,null
11,0,6,False,0,,,,3,0.001,0,20,null
11,1,6,False,0,,,,3,0.001,0,20,null
11,2,6,False,0,,,,3,0.001,0,20,null
12,0,6,False,0,,,,3,0.001,0,20,null
12,1,6,False,0,,,,3,0.001,0,20,null
12,2,6,False,0,,,,3,0.001,0,20,null
13,0,6,False,0,,,,3,0.001,0,20,null
13,1,6,False,0,,,,3,0.001,0,20,null
13,2,6,False,0,,,,3,0.001,0,20,null
14,0,6,False,0,,,,3,0.001,0,20,null
14,1,6,False,0,,,,3,0.001,0,20,null
14,2,6,False,0,,,,3,0.001,0,20,null
0,0,7,True,11,1.1821067489161854,0.6874386579267914,2.6919999999999997,3,0.001,0,20,null
0,1,7,True,9,1.0298454136459136,0.20158284372130908,0.339,3,0.001,0,20,null
0,2,7,True,2,1.310541888937626,1.286984590867528,3.005,3,0.001,0,20,null
1,0,7,True,7,1.1262845034871065,1.0757649866016463,2.0129999999999995,3,0.001,0,20,null
1,1,7,True,7,1.0560026177379058,1.1933169998103355,2.022,3,0.001,0,20,null
1,2,7,True,9,1.3289187048696305,1.3203072067410053,3.126,3,0.001,0,20,null
2,0,7,False,0,,,,3,0.001,0,20,null
2,1,7,False,0,,,,3,0.001,0,20,null
2,2,7,False,0,,,,3,0.001,0,20,null
3,0,7,False,0,,,,3,0.001,0,20,null
3,1,7,False,0,,,,3,0.001,0,20,null
3,2,7,False,0,,,,3,0.001,0,20,null
4,0,7,False,0,,,,3,0.001,0,20,null
4,1,7,False,0,,,,3,0.001,0,20,null
4,2,7,False,0,,,,3,0.001,0,20,null
5,0,7,False,0,,,,3,0.001,0,20,null
5,1,7,False,0,,,,3,0.001,0,20,null
5,2,7,False,0,,,,3,0.001,0,20,null
6,0,7,False,0,,,,3,0.001,0,20,null
6,1,7,False,0,,,,3,0.001,0,20,null
6,2,7,False,0,,,,3,0.001,0,20,null
7,0,7,False,0,,,,3,0.001,0,20,null
7,1,7,False,0,,,,3,0.001,0,20,null
7,2,7,False,0,,,,3,0.001,0,20,null
8,0,7,False,0,,,,3,0.001,0,20,null
8,1,7,False,0,,,,3,0.001,0,20,null
8,2,7,False,0,,,,3,0.001,0,20,null
9,0,7,False,0,,,,3,0.001,0,20,null
9,1,7,False,0,,,,3,0.001,0,20,null
9,2,7,False,0,,,,3,0.001,0,20,null
10,0,7,False,0,,,,3,0.001,0,20,null
10,1,7,False,0,,,,3,0.001,0,20,null
10,2,7,False,0,,,,3,0.001,0,20,null
11,0,7,False,0,,,,3,0.001,0,20,null
11,1,7,False,0,,,,3,0.001,0,20,null
11,2,7,False,0,,,,3,0.001,0,20,null
12,0,7,False,0,,,,3,0.001,0,20,null
12,1,7,False,0,,,,3,0.001,0,20,null
12,2,7,False,0,,,,3,0.001,0,20,null
13,0,7,False,0,,,,3,0.001,0,20,null
13,1,7,False,0,,,,3,0.001,0,20,null
13,2,7,False,0,,,,3,0.001,0,20,null
14,0,7,False,0,,,,3,0.001,0,20,null
14,1,7,False,0,,,,3,0.001,0,20,null
14,2,7,False,0,,,,3,0.001,0,20,null
0,0,8,True,9,1.205715191147006,0.796087826245275,3.006,3,0.001,0,20,null
0,1,8,True,9,1.0739989898097988,0.53853699527883,0.8690000000000001,3,0.001,0,20,null
0,2,8,True,7,1.310687115599423,1.287754033097341,3.013,3,0.001,0,20,null
1,0,8,True,7,1.1262488140864202,1.0755906795303685,2.0229999999999997,3,0.001,0,20,null
1,1,8,True,8,1.0573155253456785,1.184400387396174,2.02,3,0.001,0,20,null
1,2,8,True,9,1.3997912238684027,1.376873539980181,3.503,3,0.001,0,20,null
2,0,8,False,0,,,,3,0.001,0,20,null
2,1,8,False,0,,,,3,0.001,0,20,null
2,2,8,False,0,,,,3,0.001,0,20,null
3,0,8,False,0,,,,3,0.001,0,20,null
3,1,8,False,0,,,,3,0.001,0,20,null
3,2,8,False,0,,,,3,0.001,0,20,null
4,0,8,False,0,,,,3,0.001,0,20,null
4,1,8,False,0,,,,3,0.001,0,20,null
4,2,8,False,0,,,,3,0.001,0,20,null
5,0,8,False,0,,,,3,0.001,0,20,null
5,1,8,False,0,,,,3,0.001,0,20,null
5,2,8,False,0,,,,3,0.001,0,20,null
6,0,8,False,0,,,,3,0.001,0,20,null
6,1,8,False,0,,,,3,0.001,0,20,null
6,2,8,False,0,,,,3,0.001,0,20,null
7,0,8,False,0,,,,3,0.001,0,20,null
7,1,8,False,0,,,,3,0.001,0,20,null
7,2,8,False,0,,,,3,0.001,0,20,null
8,0,8,False,0,,,,3,0.001,0,20,null
8,1,8,False,0,,,,3,0.001,0,20,null
8,2,8,False,0,,,,3,0.001,0,20,null
9,0,8,False,0,,,,3,0.001,0,20,null
9,1,8,False,0,,,,3,0.001,0,20,null
9,2,8,False,0,,,,3,0.001,0,20,null
10,0,8,False,0,,,,3,0.001,0,20,null
10,1,8,False,0,,,,3,0.001,0,20,null
10,2,8,False,0,,,,3,0.001,0,20,null
11,0,8,False,0,,,,3,0.001,0,20,null
11,1,8,False,0,,,,3,0.001,0,20,null
11,2,8,False,0,,,,3,0.001,0,20,null
12,0,8,False,0,,,,3,0.001,0,20,null
12,1,8,False,0,,,,3,0.001,0,20,null
12,2,8,False,0,,,,3,0.001,0,20,null
13,0,8,False,0,,,,3,0.001,0,20,null
13,1,8,False,0,,,,3,0.001,0,20,null
13,2,8,False,0,,,,3,0.001,0,20,null
14,0,8,False,0,,,,3,0.001,0,20,null
14,1,8,False,0,,,,3,0.001,0,20,null
14,2,8,False,0,,,,3,0.001,0,20,null
0,0,9,True,6,1.2258388518575172,0.8786388254866502,3.209,3,0.001,0,20,null
0,1,9,True,12,1.0978565943549632,0.7251476449422987,1.1680000000000001,3,0.001,0,20,null
0,2,9,True,12,1.3107685323892124,1.2902680743234782,3.073,3,0.001,0,20,null
1,0,9,True,6,1.1265910038702318,1.083335776558709,2.047,3,0.001,0,20,null
1,1,9,True,12,1.067494199190011,1.2358107566523515,2.1489999999999996,3,0.001,0,20,null
1,2,9,True,12,1.5105707483861472,1.5311301378025597,4.201,3,0.001,0,20,null
2,0,9,False,0,,,,3,0.001,0,20,null
2,1,9,False,0,,,,3,0.001,0,20,null
2,2,9,False,0,,,,3,0.001,0,20,null
3,0,9,False,0,,,,3,0.001,0,20,null
3,1,9,False,0,,,,3,0.001,0,20,null
3,2,9,False,0,,,,3,0.001,0,20,null
4,0,9,False,0,,,,3,0.001,0,20,null
4,1,9,False,0,,,,3,0.001,0,20,null
4,2,9,False,0,,,,3,0.001,0,20,null
5,0,9,False,0,,,,3,0.001,0,20,null
5,1,9,False,0,,,,3,0.001,0,20,null
5,2,9,False,0,,,,3,0.001,0,20,null
6,0,9,False,0,,,,3,0.001,0,20,null
6,1,9,False,0,,,,3,0.001,0,20,null
6,2,9,False,0,,,,3,0.001,0,20,null
7,0,9,False,0,,,,3,0.001,0,20,null
7,1,9,False,0,,,,3,0.001,0,20,null
7,2,9,False,0,,,,3,0.001,0,20,null
8,0,9,False,0,,,,3,0.001,0,20,null
8,1,9,False,0,,,,3,0.001,0,20,null
8,2,9,False,0,,,,3,0.001,0,20,null
9,0,9,False,0,,,,3,0.001,0,20,null
9,1,9,False,0,,,,3,0.001,0,20,null
9,2,9,False,0,,,,3,0.001,0,20,null
10,0,9,False,0,,,,3,0.001,0,20,null
10,1,9,False,0,,,,3,0.001,0,20,null
10,2,9,False,0,,,,3,0.001,0,20,null
11,0,9,False,0,,,,3,0.001,0,20,null
11,1,9,False,0,,,,3,0.001,0,20,null
11,2,9,False,0,,,,3,0.001,0,20,null
12,0,9,False,0,,,,3,0.001,0,20,null
12,1,9,False,0,,,,3,0.001,0,20,null
12,2,9,False,0,,,,3,0.001,0,20,null
13,0,9,False,0,,,,3,0.001,0,20,null
13,1,9,False,0,,,,3,0.001,0,20,null
13,2,9,False,0,,,,3,0.001,0,20,null
14,0,9,False,0,,,,3,0.001,0,20,null
14,1,9,False,0,,,,3,0.001,0,20,null
14,2,9,False,0,,,,3,0.001,0,20,null
0,0,10,True,8,1.3121395527011162,1.217907154201677,4.021,3,0.001,0,20,null
0,1,10,True,9,1.1011814930849333,0.7076871057980586,1.1880000000000002,3,0.001,0,20,null
0,2,10,True,9,1.3104846685523996,1.2966132175857261,3.0880000000000005,3,0.001,0,20,null
1,0,10,True,10,1.322823900258056,1.6362613782933886,4.345,3,0.001,0,20,null
1,1,10,True,12,1.14270680736882,1.2431917815892055,2.639,3,0.001,0,20,null
1,2,10,True,11,1.571178614671012,1.955177690055803,4.638999999999999,3,0.001,0,20,null
2,0,10,True,10,1.1275533667272168,2.0206963298706047,4.031999999999999,3,0.001,0,20,null
2,1,10,True,8,1.0936812095818327,2.0056628262499925,3.032,3,0.001,0,20,null
2,2,10,True,13,1.617089546351924,2.406235713029607,5.1739999999999995,3,0.001,0,20,null
3,0,10,False,0,,,,3,0.001,0,20,null
3,1,10,False,0,,,,3,0.001,0,20,null
3,2,10,False,0,,,,3,0.001,0,20,null
4,0,10,False,0,,,,3,0.001,0,20,null
4,1,10,False,0,,,,3,0.001,0,20,null
4,2,10,False,0,,,,3,0.001,0,20,null
5,0,10,False,0,,,,3,0.001,0,20,null
5,1,10,False,0,,,,3,0.001,0,20,null
5,2,10,False,0,,,,3,0.001,0,20,null
6,0,10,False,0,,,,3,0.001,0,20,null
6,1,10,False,0,,,,3,0.001,0,20,null
6,2,10,False,0,,,,3,0.001,0,20,null
7,0,10,False,0,,,,3,0.001,0,20,null
7,1,10,False,0,,,,3,0.001,0,20,null
7,2,10,False,0,,,,3,0.001,0,20,null
8,0,10,False,0,,,,3,0.001,0,20,null
8,1,10,False,0,,,,3,0.001,0,20,null
8,2,10,False,0,,,,3,0.001,0,20,null
9,0,10,False,0,,,,3,0.001,0,20,null
9,1,10,False,0,,,,3,0.001,0,20,null
9,2,10,False,0,,,,3,0.001,0,20,null
10,0,10,False,0,,,,3,0.001,0,20,null
10,1,10,False,0,,,,3,0.001,0,20,null
10,2,10,False,0,,,,3,0.001,0,20,null
11,0,10,False,0,,,,3,0.001,0,20,null
11,1,10,False,0,,,,3,0.001,0,20,null
11,2,10,False,0,,,,3,0.001,0,20,null
12,0,10,False,0,,,,3,0.001,0,20,null
12,1,10,False,0,,,,3,0.001,0,20,null
12,2,10,False,0,,,,3,0.001,0,20,null
13,0,10,False,0,,,,3,0.001,0,20,null
13,1,10,False,0,,,,3,0.001,0,20,null
13,2,10,False,0,,,,3,0.001,0,20,null
14,0,10,False,0,,,,3,0.001,0,20,null
14,1,10,False,0,,,,3,0.001,0,20,null
14,2,10,False,0,,,,3,0.001,0,20,null
0,0,11,True,7,1.3754681245432099,1.4833485153532429,4.644,3,0.001,0,20,null
0,1,11,True,7,1.104253679413811,0.7326958035191258,1.2730000000000001,3,0.001,0,20,null
0,2,11,True,13,1.3169582977265835,1.3513991929323357,3.2270000000000003,3,0.001,0,20,null
1,0,11,True,12,1.3775235269832866,1.7907543565931494,5.026999999999998,3,0.001,0,20,null
1,1,11,True,12,1.1992233982619434,1.206705693227032,2.9459999999999997,3,0.001,0,20,null
1,2,11,True,8,1.6057071481199525,2.25184600257416,4.9079999999999995,3,0.001,0,20,null
2,0,11,True,7,1.1641914428788647,2.101610789329525,4.309,3,0.001,0,20,null
2,1,11,True,9,1.1025384471987851,2.002913829048118,3.107,3,0.001,0,20,null
2,2,11,True,12,1.6289860295914795,2.4349345160781137,5.262,3,0.001,0,20,null
3,0,11,False,0,,,,3,0.001,0,20,null
3,1,11,False,0,,,,3,0.001,0,20,null
3,2,11,False,0,,,,3,0.001,0,20,null
4,0,11,False,0,,,,3,0.001,0,20,null
4,1,11,False,0,,,,3,0.001,0,20,null
4,2,11,False,0,,,,3,0.001,0,20,null
5,0,11,False,0,,,,3,0.001,0,20,null
5,1,11,False,0,,,,3,0.001,0,20,null
5,2,11,False,0,,,,3,0.001,0,20,null
6,0,11,False,0,,,,3,0.001,0,20,null
6,1,11,False,0,,,,3,0.001,0,20,null
6,2,11,False,0,,,,3,0.001,0,20,null
7,0,11,False,0,,,,3,0.001,0,20,null
7,1,11,False,0,,,,3,0.001,0,20,null
7,2,11,False,0,,,,3,0.001,0,20,null
8,0,11,False,0,,,,3,0.001,0,20,null
8,1,11,False,0,,,,3,0.001,0,20,null
8,2,11,False,0,,,,3,0.001,0,20,null
9,0,11,False,0,,,,3,0.001,0,20,null
9,1,11,False,0,,,,3,0.001,0,20,null
9,2,11,False,0,,,,3,0.001,0,20,null
10,0,11,False,0,,,,3,0.001,0,20,null
10,1,11,False,0,,,,3,0.001,0,20,null
10,2,11,False,0,,,,3,0.001,0,20,null
11,0,11,False,0,,,,3,0.001,0,20,null
11,1,11,False,0,,,,3,0.001,0,20,null
11,2,11,False,0,,,,3,0.001,0,20,null
12,0,11,False,0,,,,3,0.001,0,20,null
12,1,11,False,0,,,,3,0.001,0,20,null
12,2,11,False,0,,,,3,0.001,0,20,null
13,0,11,False,0,,,,3,0.001,0,20,null
13,1,11,False,0,,,,3,0.001,0,20,null
13,2,11,False,0,,,,3,0.001,0,20,null
14,0,11,False,0,,,,3,0.001,0,20,null
14,1,11,False,0,,,,3,0.001,0,20,null
14,2,11,False,0,,,,3,0.001,0,20,null
0,0,12,True,9,1.3828619297850546,1.5064273247558042,4.710999999999999,3,0.001,0,20,null
0,1,12,True,9,1.105030486024763,0.7372246433248051,1.2879999999999998,3,0.001,0,20,null
0,2,12,True,12,1.361074830590369,1.6383641709531986,3.4539999999999997,3,0.001,0,20,null
1,0,12,True,12,1.395821048589181,1.836834306032342,5.237,3,0.001,0,20,null
1,1,12,True,8,1.208657285249552,1.1970001635236516,3.053,3,0.001,0,20,null
1,2,12,True,10,1.6138972104888285,2.349374763120664,4.979000000000001,3,0.001,0,20,null
2,0,12,True,13,1.3215047917146707,2.2181973459649553,5.328999999999999,3,0.001,0,20,null
2,1,12,True,8,1.141208911205742,2.0050327782656923,3.4059999999999997,3,0.001,0,20,null
2,2,12,True,14,1.6390425088102556,2.4898110822229933,5.414999999999999,3,0.001,0,20,null
3,0,12,False,0,,,,3,0.001,0,20,null
3,1,12,False,0,,,,3,0.001,0,20,null
3,2,12,False,0,,,,3,0.001,0,20,null
4,0,12,False,0,,,,3,0.001,0,20,null
4,1,12,False,0,,,,3,0.001,0,20,null
4,2,12,False,0,,,,3,0.001,0,20,null
5,0,12,False,0,,,,3,0.001,0,20,null
5,1,12,False,0,,,,3,0.001,0,20,null
5,2,12,False,0,,,,3,0.001,0,20,null
6,0,12,False,0,,,,3,0.001,0,20,null
6,1,12,False,0,,,,3,0.001,0,20,null
6,2,12,False,0,,,,3,0.001,0,20,null
7,0,12,False,0,,,,3,0.001,0,20,null
7,1,12,False,0,,,,3,0.001,0,20,null
7,2,12,False,0,,,,3,0.001,0,20,null
8,0,12,False,0,,,,3,0.001,0,20,null
8,1,12,False,0,,,,3,0.001,0,20,null
8,2,12,False,0,,,,3,0.001,0,20,null
9,0,12,False,0,,,,3,0.001,0,20,null
9,1,12,False,0,,,,3,0.001,0,20,null
9,2,12,False,0,,,,3,0.001,0,20,null
10,0,12,False,0,,,,3,0.001,0,20,null
10,1,12,False,0,,,,3,0.001,0,20,null
10,2,12,False,0,,,,3,0.001,0,20,null
11,0,12,False,0,,,,3,0.001,0,20,null
11,1,12,False,0,,,,3,0.001,0,20,null
11,2,12,False,0,,,,3,0.001,0,20,null
12,0,12,False,0,,,,3,0.001,0,20,null
12,1,12,False,0,,,,3,0.001,0,20,null
12,2,12,False,0,,,,3,0.001,0,20,null
13,0,12,False,0,,,,3,0.001,0,20,null
13,1,12,False,0,,,,3,0.001,0,20,null
13,2,12,False,0,,,,3,0.001,0,20,null
14,0,12,False,0,,,,3,0.001,0,20,null
14,1,12,False,0,,,,3,0.001,0,20,null
14,2,12,False,0,,,,3,0.001,0,20,null
0,0,13,True,15,1.4023266154167606,1.5648207781648196,4.9529999999999985,3,0.001,0,20,null
0,1,13,True,14,1.1123714564364386,0.7662731051827173,1.4809999999999997,3,0.001,0,20,null
0,2,13,True,12,1.4485694602859547,2.1598538099777,3.9290000000000003,3,0.001,0,20,null
1,0,13,True,15,1.4886236873413803,1.848818495982632,5.611,3,0.001,0,20,null
1,1,13,True,11,1.2149507518011118,1.2309023987862922,3.1160000000000005,3,0.001,0,20,null
1,2,13,True,11,1.6120351544040599,2.352329782699995,4.968,3,0.001,0,20,null
2,0,13,True,19,1.4286158954838288,2.1961683572283373,6.018999999999998,3,0.001,0,20,null
2,1,13,True,14,1.2021357978156868,2.0166909852075183,3.8749999999999987,3,0.001,0,20,null
2,2,13,True,13,1.666414047360985,2.5328693041324777,5.646,3,0.001,0,20,null
3,0,13,False,0,,,,3,0.001,0,20,null
3,1,13,False,0,,,,3,0.001,0,20,null
3,2,13,False,0,,,,3,0.001,0,20,null
4,0,13,False,0,,,,3,0.001,0,20,null
4,1,13,False,0,,,,3,0.001,0,20,null
4,2,13,False,0,,,,3,0.001,0,20,null
5,0,13,False,0,,,,3,0.001,0,20,null
5,1,13,False,0,,,,3,0.001,0,20,null
5,2,13,False,0,,,,3,0.001,0,20,null
6,0,13,False,0,,,,3,0.001,0,20,null
6,1,13,False,0,,,,3,0.001,0,20,null
6,2,13,False,0,,,,3,0.001,0,20,null
7,0,13,False,0,,,,3,0.001,0,20,null
7,1,13,False,0,,,,3,0.001,0,20,null
7,2,13,False,0,,,,3,0.001,0,20,null
8,0,13,False,0,,,,3,0.001,0,20,null
8,1,13,False,0,,,,3,0.001,0,20,null
8,2,13,False,0,,,,3,0.001,0,20,null
9,0,13,False,0,,,,3,0.001,0,20,null
9,1,13,False,0,,,,3,0.001,0,20,null
9,2,13,False,0,,,,3,0.001,0,20,null
10,0,13,False,0,,,,3,0.001,0,20,null
10,1,13,False,0,,,,3,0.001,0,20,null
10,2,13,False,0,,,,3,0.001,0,20,null
11,0,13,False,0,,,,3,0.001,0,20,null
11,1,13,False,0,,,,3,0.001,0,20,null
11,2,13,False,0,,,,3,0.001,0,20,null
12,0,13,False,0,,,,3,0.001,0,20,null
12,1,13,False,0,,,,3,0.001,0,20,null
12,2,13,False,0,,,,3,0.001,0,20,null
13,0,13,False,0,,,,3,0.001,0,20,null
13,1,13,False,0,,,,3,0.001,0,20,null
13,2,13,False,0,,,,3,0.001,0,20,null
14,0,13,False,0,,,,3,0.001,0,20,null
14,1,13,False,0,,,,3,0.001,0,20,null
14,2,13,False,0,,,,3,0.001,0,20,null
0,0,14,True,14,1.4599812631694569,1.741143637523306,5.557,3,0.001,0,20,null
0,1,14,True,10,1.1212571185249778,0.8197299618047873,1.6750000000000003,3,0.001,0,20,null
0,2,14,True,13,1.5138422856047176,2.4570579873983567,4.206999999999999,3,0.001,0,20,null
1,0,14,True,22,1.5746776606380375,1.8553661009382387,5.991999999999997,3,0.001,0,20,null
1,1,14,True,15,1.2373849208473688,1.441398897107783,3.3200000000000003,3,0.001,0,20,null
1,2,14,True,10,1.6189206398629001,2.382431790986942,5.074999999999999,3,0.001,0,20,null
2,0,14,True,15,1.4547001311398777,2.297231732472148,6.220000000000001,3,0.001,0,20,null
2,1,14,True,12,1.2314376220396959,2.0525370887680223,4.045,3,0.001,0,20,null
2,2,14,True,15,1.7068441040391715,2.6539552171682126,6.259,3,0.001,0,20,null
3,0,14,False,0,,,,3,0.001,0,20,null
3,1,14,False,0,,,,3,0.001,0,20,null
3,2,14,False,0,,,,3,0.001,0,20,null
4,0,14,False,0,,,,3,0.001,0,20,null
4,1,14,False,0,,,,3,0.001,0,20,null
4,2,14,False,0,,,,3,0.001,0,20,null
5,0,14,False,0,,,,3,0.001,0,20,null
5,1,14,False,0,,,,3,0.001,0,20,null
5,2,14,False,0,,,,3,0.001,0,20,null
6,0,14,False,0,,,,3,0.001,0,20,null
6,1,14,False,0,,,,3,0.001,0,20,null
6,2,14,False,0,,,,3,0.001,0,20,null
7,0,14,False,0,,,,3,0.001,0,20,null
7,1,14,False,0,,,,3,0.001,0,20,null
7,2,14,False,0,,,,3,0.001,0,20,null
8,0,14,False,0,,,,3,0.001,0,20,null
8,1,14,False,0,,,,3,0.001,0,20,null
8,2,14,False,0,,,,3,0.001,0,20,null
9,0,14,False,0,,,,3,0.001,0,20,null
9,1,14,False,0,,,,3,0.001,0,20,null
9,2,14,False,0,,,,3,0.001,0,20,null
10,0,14,False,0,,,,3,0.001,0,20,null
10,1,14,False,0,,,,3,0.001,0,20,null
10,2,14,False,0,,,,3,0.001,0,20,null
11,0,14,False,0,,,,3,0.001,0,20,null
11,1,14,False,0,,,,3,0.001,0,20,null
11,2,14,False,0,,,,3,0.001,0,20,null
12,0,14,False,0,,,,3,0.001,0,20,null
12,1,14,False,0,,,,3,0.001,0,20,null
12,2,14,False,0,,,,3,0.001,0,20,null
13,0,14,False,0,,,,3,0.001,0,20,null
13,1,14,False,0,,,,3,0.001,0,20,null
13,2,14,False,0,,,,3,0.001,0,20,null
14,0,14,False,0,,,,3,0.001,0,20,null
14,1,14,False,0,,,,3,0.001,0,20,null
14,2,14,False,0,,,,3,0.001,0,20,null
0,0,15,True,12,1.500720884757393,1.8010165683201256,5.984,3,0.001,0,20,null
0,1,15,True,12,1.1319213327713562,0.8644104208323137,1.8790000000000002,3,0.001,0,20,null
0,2,15,True,12,1.565370058665671,2.5324316442236046,4.555,3,0.001,0,20,null
1,0,15,True,17,1.5989346022053104,1.8449483165201082,6.1629999999999985,3,0.001,0,20,null
1,1,15,True,11,1.2947165970850234,1.9262157855655246,3.7729999999999997,3,0.001,0,20,null
1,2,15,True,9,1.6218626378081455,2.4107199140152926,5.053,3,0.001,0,20,null
2,0,15,True,18,1.5267136929811185,2.4941428077467256,6.663,3,0.001,0,20,null
2,1,15,True,11,1.2782298052940446,2.1790718260200803,4.167,3,0.001,0,20,null
2,2,15,True,18,1.7240818903969808,2.6886686144871166,6.6339999999999995,3,0.001,0,20,null
3,0,15,False,0,,,,3,0.001,0,20,null
3,1,15,False,0,,,,3,0.001,0,20,null
3,2,15,False,0,,,,3,0.001,0,20,null
4,0,15,False,0,,,,3,0.001,0,20,null
4,1,15,False,0,,,,3,0.001,0,20,null
4,2,15,False,0,,,,3,0.001,0,20,null
5,0,15,False,0,,,,3,0.001,0,20,null
5,1,15,False,0,,,,3,0.001,0,20,null
5,2,15,False,0,,,,3,0.001,0,20,null
6,0,15,False,0,,,,3,0.001,0,20,null
6,1,15,False,0,,,,3,0.001,0,20,null
6,2,15,False,0,,,,3,0.001,0,20,null
7,0,15,False,0,,,,3,0.001,0,20,null
7,1,15,False,0,,,,3,0.001,0,20,null
7,2,15,False,0,,,,3,0.001,0,20,null
8,0,15,False,0,,,,3,0.001,0,20,null
8,1,15,False,0,,,,3,0.001,0,20,null
8,2,15,False,0,,,,3,0.001,0,20,null
9,0,15,False,0,,,,3,0.001,0,20,null
9,1,15,False,0,,,,3,0.001,0,20,null
9,2,15,False,0,,,,3,0.001,0,20,null
10,0,15,False,0,,,,3,0.001,0,20,null
10,1,15,False,0,,,,3,0.001,0,20,null
10,2,15,False,0,,,,3,0.001,0,20,null
11,0,15,False,0,,,,3,0.001,0,20,null
11,1,15,False,0,,,,3,0.001,0,20,null
11,2,15,False,0,,,,3,0.001,0,20,null
12,0,15,False,0,,,,3,0.001,0,20,null
12,1,15,False,0,,,,3,0.001,0,20,null
12,2,15,False,0,,,,3,0.001,0,20,null
13,0,15,False,0,,,,3,0.001,0,20,null
13,1,15,False,0,,,,3,0.001,0,20,null
13,2,15,False,0,,,,3,0.001,0,20,null
14,0,15,False,0,,,,3,0.001,0,20,null
14,1,15,False,0,,,,3,0.001,0,20,null
14,2,15,False,0,,,,3,0.001,0,20,null
0,0,16,True,10,1.5101696156535795,1.8342230614410886,6.099999999999999,3,0.001,0,20,null
0,1,16,True,12,1.1679167250408038,0.8785203432474201,2.1539999999999995,3,0.001,0,20,null
0,2,16,True,7,1.6346464075286369,2.5463332185852914,4.930999999999999,3,0.001,0,20,null
1,0,16,True,12,1.6136180481787061,1.8120819290631534,6.175999999999999,3,0.001,0,20,null
1,1,16,True,10,1.3261326291693962,2.1851545931373293,3.9939999999999998,3,0.001,0,20,null
1,2,16,True,13,1.630073033859706,2.403771777095861,5.144,3,0.001,0,20,null
2,0,16,True,14,1.6411864636765856,2.632232028950052,6.937000000000002,3,0.001,0,20,null
2,1,16,True,13,1.3193458101886542,2.298679429131779,4.2749999999999995,3,0.001,0,20,null
2,2,16,True,15,1.7329211371247915,2.6698440153818734,6.735000000000002,3,0.001,0,20,null
3,0,16,True,6,1.480045497730621,3.445389324388944,7.055,3,0.001,0,20,null
3,1,16,True,11,1.3066610239772247,3.50052865726304,5.396000000000001,3,0.001,0,20,null
3,2,16,True,14,1.7415133447973283,3.243999117424263,7.732,3,0.001,0,20,null
4,0,16,False,0,,,,3,0.001,0,20,null
4,1,16,False,0,,,,3,0.001,0,20,null
4,2,16,False,0,,,,3,0.001,0,20,null
5,0,16,False,0,,,,3,0.001,0,20,null
5,1,16,False,0,,,,3,0.001,0,20,null
5,2,16,False,0,,,,3,0.001,0,20,null
6,0,16,False,0,,,,3,0.001,0,20,null
6,1,16,False,0,,,,3,0.001,0,20,null
6,2,16,False,0,,,,3,0.001,0,20,null
7,0,16,False,0,,,,3,0.001,0,20,null
7,1,16,False,0,,,,3,0.001,0,20,null
7,2,16,False,0,,,,3,0.001,0,20,null
8,0,16,False,0,,,,3,0.001,0,20,null
8,1,16,False,0,,,,3,0.001,0,20,null
8,2,16,False,0,,,,3,0.001,0,20,null
9,0,16,False,0,,,,3,0.001,0,20,null
9,1,16,False,0,,,,3,0.001,0,20,null
9,2,16,False,0,,,,3,0.001,0,20,null
10,0,16,False,0,,,,3,0.001,0,20,null
10,1,16,False,0,,,,3,0.001,0,20,null
10,2,16,False,0,,,,3,0.001,0,20,null
11,0,16,False,0,,,,3,0.001,0,20,null
11,1,16,False,0,,,,3,0.001,0,20,null
11,2,16,False,0,,,,3,0.001,0,20,null
12,0,16,False,0,,,,3,0.001,0,20,null
12,1,16,False,0,,,,3,0.001,0,20,null
12,2,16,False,0,,,,3,0.001,0,20,null
13,0,16,False,0,,,,3,0.001,0,20,null
13,1,16,False,0,,,,3,0.001,0,20,null
13,2,16,False,0,,,,3,0.001,0,20,null
14,0,16,False,0,,,,3,0.001,0,20,null
14,1,16,False,0,,,,3,0.001,0,20,null
14,2,16,False,0,,,,3,0.001,0,20,null
