seed,culture,rep,cycle,phase_end,species,genotype,nlag,ngrow,ntot,lag,Ta
575,mono,0,0,0,Escherichia coli,E0c0,5.0,0.0,5.0,1.0,3
575,mono,0,0,2,Escherichia coli,E0c0,4.999811782518592e-06,804.9999675975544,804.9999725973662,1.0,3
575,mono,0,1,1,Escherichia coli,E0c0,20.039294930045426,19.55270751854866,39.59200244859409,1.0,3
575,mono,0,1,2,Escherichia coli,E0c0,4.951631145019325e-06,839.591950207748,839.5919551593792,1.0,3
575,mono,0,2,1,Escherichia coli,E0c0,20.900411044449868,20.398545691246348,41.298956735696216,1.0,3
575,mono,0,2,2,Escherichia coli,E0c0,4.995659487840666e-06,841.2989074385519,841.2989124342114,1.0,3
575,mono,0,3,1,Escherichia coli,E0c0,20.942903749462587,20.4402993953727,41.38320314483529,1.0,3
575,mono,0,3,2,Escherichia coli,E0c0,4.925164587461856e-06,841.3831537755713,841.3831587007359,1.0,3
575,mono,0,4,1,Escherichia coli,E0c0,20.945000737264767,20.442359803033433,41.387360540298204,1.0,3
575,mono,0,4,2,Escherichia coli,E0c0,4.999153989054329e-06,841.3873123852527,841.3873173844067,1.0,3
575,mono,0,5,1,Escherichia coli,E0c0,20.94510366564714,20.442461707491052,41.38756537313819,1.0,3
575,mono,0,5,2,Escherichia coli,E0c0,4.997334576625356e-06,841.387518589661,841.3875235869956,1.0,3
575,mono,0,6,1,Escherichia coli,E0c0,20.945108981115048,20.44246674734841,41.38757572846346,1.0,3
575,mono,0,6,2,Escherichia coli,E0c0,4.990973690351441e-06,829.8123789613745,829.8123839523482,1.0,3
575,mono,0,6,2,Escherichia coli,E1c6,7.098752030660522e-06,11.575266528159524,11.575273626911555,1.420020542279531,3
575,mono,0,7,1,Escherichia coli,E0c0,20.656962711363317,20.16099034420214,40.817953055565454,1.0,3
575,mono,0,7,1,Escherichia coli,E1c6,0.6998278231862389,0.38106694442921335,1.0808947676154523,1.420020542279531,3
575,mono,0,7,2,Escherichia coli,E0c0,4.999838438911713e-06,813.273998593849,813.2740035936874,1.0,3
575,mono,0,7,2,Escherichia coli,E1c6,7.076027674060653e-06,18.534551983172612,18.534559059200287,1.420020542279531,3
575,mono,0,7,2,Escherichia coli,E2c7,8.877647053031211e-06,10.090469156127778,10.090478033774831,1.7755294528302001,3
575,mono,0,8,1,Escherichia coli,E0c0,20.245263579971038,19.75875727651105,40.004020856482086,1.0,3
575,mono,0,8,1,Escherichia coli,E1c6,1.120577612524207,0.6101607361123247,1.7307383486365318,1.420020542279531,3
575,mono,0,8,1,Escherichia coli,E2c7,0.9312833920314848,0.3677822661936455,1.2990656582251303,1.7755294528302001,3
575,mono,0,8,2,Escherichia coli,E0c0,4.992277202273466e-06,795.5367467790697,795.536751771347,1.0,3
575,mono,0,8,2,Escherichia coli,E1c6,7.092425094280022e-06,28.65494165254216,28.654948744967253,1.420020542279531,3
