rep,gen,phase_end,species,genotype,nlag,ngrow,ntot,lag,Ta
0,0,0,Escherichia coli,E0g0,10.0,0.0,10.0,1.0,3
0,0,0,Salmonella enterica,S0g0,10.0,0.0,10.0,1.0,3
0,0,1,Escherichia coli,E0g0,0.4978706833724657,2.2279569438516527,2.725827627224118,1.0,3
0,0,1,Salmonella enterica,S0g0,0.4978706833724657,6.12506290749304,6.622933590865506,1.0,3
0,0,2,Escherichia coli,E0g0,-2.474171649289003e-10,501.36286367881524,501.3628636785678,1.0,3
0,0,2,Salmonella enterica,S0g0,-2.474171649289003e-10,255.81144121578004,255.81144121553262,1.0,3
0,1,1,Escherichia coli,E0g0,24.961387104755858,75.2859465476636,100.24733365241946,1.0,3
0,1,1,Salmonella enterica,S0g0,12.736101679242447,90.04060079991362,102.77670247915607,1.0,3
0,1,2,Escherichia coli,E0g0,2.7027906399602092e-08,550.1236118492213,550.1236118762492,1.0,3
0,1,2,Salmonella enterica,S0g0,1.3790506219692544e-08,303.88832086882474,303.88832088261523,1.0,3
0,2,1,Escherichia coli,E0g0,27.389041847519664,82.60315851302164,109.9922003605413,1.0,3
0,2,1,Salmonella enterica,S0g0,15.129708592654865,107.05095502651334,122.1806636191682,1.0,3
0,2,2,Escherichia coli,E0g0,3.0938827344737993e-08,554.9960447181986,554.9960447491375,1.0,3
0,2,2,Salmonella enterica,S0g0,1.7090610345801444e-08,313.5903004712992,313.5903004883898,1.0,3
0,3,1,Escherichia coli,E0g0,27.63162597870094,83.33308853790496,110.9647145166059,1.0,3
0,3,1,Salmonella enterica,S0g0,15.612741704421081,110.53929479203214,126.15203649645322,1.0,3
0,3,2,Escherichia coli,E0g0,3.16708413267277e-08,555.4823017474777,555.4823017791485,1.0,3
0,3,2,Salmonella enterica,S0g0,1.789502599158111e-08,315.57598671175305,315.5759867296481,1.0,3
0,4,1,Escherichia coli,E0g0,27.655835285816497,83.405664045783,111.06149933159949,1.0,3
0,4,1,Salmonella enterica,S0g0,15.711603198159274,111.26018595486298,126.97178915302226,1.0,3
0,4,2,Escherichia coli,E0g0,3.107855954606984e-08,555.5306941507878,555.5306941818664,1.0,3
0,4,2,Salmonella enterica,S0g0,1.7656092848564782e-08,315.9858629995568,315.98586301721286,1.0,3
0,5,1,Escherichia coli,E0g0,27.658244600634163,83.41283026675401,111.07107486738818,1.0,3
0,5,1,Salmonella enterica,S0g0,15.732009736281857,111.40965461368046,127.14166434996231,1.0,3
0,5,2,Escherichia coli,E0g0,2.969408755204645e-08,555.5354819195956,555.5354819492896,1.0,3
0,5,2,Salmonella enterica,S0g0,1.6889997221822537e-08,316.0708005903188,316.0708006072088,1.0,3
0,6,1,Escherichia coli,E0g0,27.658482969314832,83.41352743701562,111.07201040633045,1.0,3
0,6,1,Salmonella enterica,S0g0,15.73623852974737,111.4406902867093,127.17692881645667,1.0,3
0,6,2,Escherichia coli,E0g0,2.85765656704208e-08,286.2508431035904,286.25084313216695,1.0,3
0,6,2,Escherichia coli,E1g6,1.9966588441312995e-05,332.3735447804073,332.3735647469958,1.5522591156004946,3
0,6,2,Salmonella enterica,S0g0,1.0331935305707261e-09,252.9999747014808,252.99997470251398,1.0,3
0,7,1,Escherichia coli,E0g0,14.251590270109396,42.99012696999441,57.2417172401038,1.0,3
0,7,1,Escherichia coli,E1g6,48.11492936546424,57.419199654184744,105.53412901964899,1.5522591156004946,3
0,7,1,Salmonella enterica,S0g0,12.596127013479158,88.84457778800173,101.44070480148089,1.0,3
0,7,2,Escherichia coli,E0g0,1.4726747736591708e-08,228.48312619219016,228.4831262069169,1.0,3
0,7,2,Escherichia coli,E1g6,6.104760935117161e-05,352.9046779589067,352.904739006516,1.5522591156004946,3
0,7,2,Salmonella enterica,S0g0,1.3016090237659122e-08,303.2203220971775,303.22032211019354,1.0,3
0,8,1,Escherichia coli,E0g0,11.375505000320743,34.305072516474524,45.68057751679527,1.0,3
0,8,1,Escherichia coli,E1g6,51.08705502493632,60.951796231523744,112.03885125646006,1.5522591156004946,3
0,8,1,Salmonella enterica,S0g0,15.096450874186948,107.36238084100223,122.45883171518918,1.0,3
0,8,2,Escherichia coli,E0g0,1.170698762945931e-08,189.61206659992067,189.61206661162765,1.0,3
0,8,2,Escherichia coli,E1g6,6.479835507062926e-05,389.24752531736334,389.2475901157184,1.5522591156004946,3
0,8,2,Salmonella enterica,S0g0,1.553636200131481e-08,313.72938450681374,313.72938452235013,1.0,3
0,9,1,Escherichia coli,E0g0,9.44022892849299,28.467375150515505,37.90760407900849,1.0,3
0,9,1,Escherichia coli,E1g6,56.348104335701564,67.22570958619795,123.57381392189951,1.5522591156004946,3
0,9,1,Salmonella enterica,S0g0,15.619666324044857,111.54202882941794,127.1616951534628,1.0,3
