seed,culture,rep,gen,tol_time
375,mono,0,0,2.9764551029771003
375,mono,0,1,2.9764551029771003
375,mono,0,2,2.9764551029771003
375,mono,0,3,2.9764551029771003
375,mono,0,4,2.9764551029771003
375,mono,0,5,2.9764551029771003
375,mono,0,6,2.9764551029771003
375,mono,0,7,2.9764551029771003
375,mono,0,8,2.9764551029771003
375,mono,0,9,2.9764551029771003
375,mono,0,10,2.982282301633033
375,mono,0,11,2.985678950288574
375,mono,0,12,2.991010385332636
375,mono,0,13,2.999308810590433
375,mono,0,14,3.012016007896644
375,mono,0,15,3.03119380618581
375,mono,0,16,3.059220203334076
375,mono,0,17,3.0984951566140837
375,mono,0,18,3.1503267410073774
375,mono,0,19,3.2134710755460203
375,mono,1,0,2.9764551029771003
375,mono,1,1,2.9764551029771003
375,mono,1,2,2.9764551029771003
375,mono,1,3,2.9764551029771003
375,mono,1,4,2.9764551029771003
375,mono,1,5,2.9764551029771003
375,mono,1,6,2.9764551029771003
375,mono,1,7,2.9764551029771003
375,mono,1,8,2.9764551029771003
375,mono,1,9,2.9764551029771003
375,mono,1,10,2.9764551029771003
375,mono,1,11,2.9764551029771003
375,mono,1,12,2.9764551029771003
375,mono,1,13,2.9764551029771003
375,mono,1,14,2.9764551029771003
375,mono,1,15,2.9764551029771003
375,mono,1,16,2.9764551029771003
375,mono,1,17,2.9764551029771003
375,mono,1,18,2.9764551029771003
375,mono,1,19,2.9764551029771003
375,mono,2,0,2.9764551029771003
375,mono,2,1,2.9764551029771003
375,mono,2,2,2.9764551029771003
375,mono,2,3,2.9764551029771003
375,mono,2,4,2.9764551029771003
375,mono,2,5,2.9764551029771003
375,mono,2,6,2.9764551029771003
375,mono,2,7,2.9764551029771003
375,mono,2,8,2.9764551029771003
375,mono,2,9,2.9764551029771003
375,mono,2,10,2.9764551029771003
375,mono,2,11,2.9764551029771003
375,mono,2,12,2.9764551029771003
375,mono,2,13,2.9764551029771003
375,mono,2,14,2.9764551029771003
375,mono,2,15,2.9764551029771003
375,mono,2,16,2.9764551029771003
375,mono,2,17,2.9764551029771003
375,mono,2,18,2.9764551029771003
375,mono,2,19,2.9764551029771003
375,mono,3,0,2.9764551029771003
375,mono,3,1,2.9764551029771003
375,mono,3,2,2.9764551029771003
375,mono,3,3,2.9764551029771003
375,mono,3,4,2.9764551029771003
375,mono,3,5,2.9764551029771003
375,mono,3,6,2.9764551029771003
375,mono,3,7,2.9764551029771003
375,mono,3,8,2.9764551029771003
375,mono,3,9,2.9764551029771003
375,mono,3,10,2.9764551029771003
375,mono,3,11,2.9764551029771003
375,mono,3,12,2.9764551029771003
375,mono,3,13,2.9764551029771003
375,mono,3,14,2.9843557115354065
375,mono,3,15,2.991211781677562
375,mono,3,16,3.0038659423499756
375,mono,3,17,3.0267890465572704
375,mono,3,18,3.06726671624999
375,mono,3,19,3.135147356308404
375,mono,4,0,2.9764551029771003
375,mono,4,1,2.9764551029771003
375,mono,4,2,2.9764551029771003
375,mono,4,3,2.9764551029771003
375,mono,4,4,2.9764551029771003
375,mono,4,5,2.9764551029771003
375,mono,4,6,2.9764551029771003
375,mono,4,7,2.9764551029771003
375,mono,4,8,2.9764551029771003
375,mono,4,9,2.9764551029771003
375,mono,4,10,2.9764551029771003
375,mono,4,11,2.9787174510589653
375,mono,4,12,2.9791639867391115
375,mono,4,13,2.9796971514207993
375,mono,4,14,2.980333102464097
375,mono,4,15,2.9810907338281365
375,mono,4,16,2.981992021021975
375,mono,4,17,2.983062357385557
375,mono,4,18,2.984330853054927
375,mono,4,19,2.985830555295118
375,mono,5,0,2.9764551029771003
375,mono,5,1,2.9764551029771003
375,mono,5,2,2.9764551029771003
375,mono,5,3,2.9764551029771003
375,mono,5,4,2.9764551029771003
375,mono,5,5,2.9764551029771003
375,mono,5,6,2.9764551029771003
375,mono,5,7,2.9764551029771003
375,mono,5,8,2.985599530349989
375,mono,5,9,2.9954378447617938
375,mono,5,10,3.015577899910358
375,mono,5,11,3.0559707838400665
375,mono,5,12,3.1337009257224104
375,mono,5,13,3.2719220410932346
375,mono,5,14,3.4854788125151286
375,mono,5,15,3.7516091184053235
375,mono,5,16,4.0047945578228905
375,mono,5,17,4.190083171565355
375,mono,5,18,4.301563366942027
375,mono,5,19,4.361125010474428
375,mono,6,0,2.9764551029771003
375,mono,6,1,2.9764551029771003
375,mono,6,2,2.9764551029771003
375,mono,6,3,2.9764551029771003
375,mono,6,4,2.9764551029771003
375,mono,6,5,2.9764551029771003
375,mono,6,6,2.9764551029771003
375,mono,6,7,2.9764551029771003
375,mono,6,8,2.9764551029771003
375,mono,6,9,2.9764551029771003
375,mono,6,10,2.9764551029771003
375,mono,6,11,2.9764551029771003
375,mono,6,12,2.9764551029771003
375,mono,6,13,2.9764551029771003
375,mono,6,14,2.9764551029771003
375,mono,6,15,2.9764551029771003
375,mono,6,16,2.9764551029771003
375,mono,6,17,2.9764551029771003
375,mono,6,18,2.9764551029771003
375,mono,6,19,2.9764551029771003
375,mono,7,0,2.9764551029771003
375,mono,7,1,2.9764551029771003
375,mono,7,2,2.9764551029771003
375,mono,7,3,2.9764551029771003
375,mono,7,4,2.9764551029771003
375,mono,7,5,2.9764551029771003
375,mono,7,6,2.9764551029771003
375,mono,7,7,2.9764551029771003
375,mono,7,8,2.9764551029771003
375,mono,7,9,2.9764551029771003
375,mono,7,10,2.9764551029771003
375,mono,7,11,2.9764551029771003
375,mono,7,12,2.9764551029771003
375,mono,7,13,2.9764551029771003
375,mono,7,14,2.9764551029771003
375,mono,7,15,2.9764551029771003
375,mono,7,16,2.9764551029771003
375,mono,7,17,2.9764551029771003
375,mono,7,18,2.9764551029771003
375,mono,7,19,2.9764551029771003
375,mono,8,0,2.9764551029771003
375,mono,8,1,2.9764551029771003
375,mono,8,2,2.9764551029771003
375,mono,8,3,2.9764551029771003
375,mono,8,4,2.9764551029771003
375,mono,8,5,2.9764551029771003
375,mono,8,6,2.9764551029771003
375,mono,8,7,2.9764551029771003
375,mono,8,8,2.9764551029771003
375,mono,8,9,2.9764551029771003
375,mono,8,10,2.9764551029771003
375,mono,8,11,2.9764551029771003
375,mono,8,12,2.9781596765148355
375,mono,8,13,2.978408173392657
375,mono,8,14,2.978692310341274
375,mono,8,15,2.9790170164076053
375,mono,8,16,2.979387845920429
375,mono,8,17,2.9798110402070117
375,mono,8,18,2.9802935898267133
375,mono,8,19,2.980843295096513
375,mono,9,0,2.9764551029771003
375,mono,9,1,2.9764551029771003
375,mono,9,2,2.9764551029771003
375,mono,9,3,2.9764551029771003
375,mono,9,4,2.9764551029771003
375,mono,9,5,2.9764551029771003
375,mono,9,6,2.9764551029771003
375,mono,9,7,2.9764551029771003
375,mono,9,8,2.9764551029771003
375,mono,9,9,2.9764551029771003
375,mono,9,10,2.9764551029771003
375,mono,9,11,2.9764551029771003
375,mono,9,12,2.9764551029771003
375,mono,9,13,2.9764551029771003
375,mono,9,14,2.9764551029771003
375,mono,9,15,2.9764551029771003
375,mono,9,16,2.9764551029771003
375,mono,9,17,2.9764551029771003
375,mono,9,18,2.985205642116141
375,mono,9,19,2.9940045810902367
