##culture:mono#seed:154#rep:10#mu:(0.01, 0)#cycles:10#init_R:(24, 1000, 0)#init_n:(10, 0)#init_lag:(1, 0)#Ta:5#alpha:(3, 0)#mut_func:null#max_lag_change:(1.1, 0)
culture,rep,cycle,phase_end,species,genotype,ngrow,nlag,lag,M,L,A
mono,0,0,0,Escherichia coli,E0c0,0.0,10.0,1.0,24.0,1000.0,0.0
mono,0,0,1,Escherichia coli,E0c0,0.07276317987277768,0.06737946820508675,1.0,23.50700654242074,995.0700464242076,4.979227861550541
mono,0,0,2,Escherichia coli,E0c0,238.14009221898803,4.105854027462246e-12,1.0,6.1236223449794026e-21,759.9998404000246,242.3999490960075
mono,0,0,2,Escherichia coli,E1c0,1.0,0.0,2.096856245416415,6.1236223449794026e-21,759.9998404000246,242.3999490960075
mono,0,0,2,Escherichia coli,E2c0,1.0,0.0,1.8134819403092515,6.1236223449794026e-21,759.9998404000246,242.3999490960075
mono,0,1,1,Escherichia coli,E0c0,0.8859890655368928,0.8022876616163821,1.0,18.086226092910856,1320.8621526291222,180.92908191960512
mono,0,1,1,Escherichia coli,E1c0,0.015484113684173262,0.046066500978084575,2.096856245416415,18.086226092910856,1320.8621526291222,180.92908191960512
mono,0,1,1,Escherichia coli,E2c0,0.013013290576426513,0.03173693391355157,1.8134819403092515,18.086226092910856,1320.8621526291222,180.92908191960512
mono,0,1,2,Escherichia coli,E0c0,231.87764718093993,-3.464342136559971e-12,1.0,1.0002247541540305e-14,759.9998404000166,242.39994909600492
mono,0,1,2,Escherichia coli,E1c0,5.512640565597007,2.770953678789799e-09,2.096856245416415,1.0002247541540305e-14,759.9998404000166,242.39994909600492
mono,0,1,2,Escherichia coli,E2c0,4.404239044605497,3.21506750490355e-10,1.8134819403092515,1.0002247541540305e-14,759.9998404000166,242.39994909600492
mono,0,2,1,Escherichia coli,E0c0,0.8627481382793739,0.7811896501619224,1.0,18.064153505804114,1320.641426758052,181.1520150493815
mono,0,2,1,Escherichia coli,E1c0,0.08536322059774278,0.25394806213447846,2.096856245416415,18.064153505804114,1320.641426758052,181.1520150493815
mono,0,2,1,Escherichia coli,E2c0,0.05731699680953165,0.13977704350823195,1.8134819403092515,18.064153505804114,1320.641426758052,181.1520150493815
mono,0,2,2,Escherichia coli,E0c0,194.42320248692815,4.926593655546727e-13,1.0,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,2,2,Escherichia coli,E1c0,25.709299130661233,1.2212154903945753e-09,2.096856245416415,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,2,2,Escherichia coli,E2c0,16.047790642647634,1.4760176570898113e-12,1.8134819403092515,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,2,2,Escherichia coli,E3c2,1.0,0.0,1.0,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,2,2,Escherichia coli,E4c2,1.0,0.0,1.3727613709023452,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,2,2,Escherichia coli,E5c2,1.0,0.0,1.3925337172347902,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,2,2,Escherichia coli,E6c2,1.0,0.0,2.028394958224283,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,2,2,Escherichia coli,E7c2,1.0,0.0,1.0,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,2,2,Escherichia coli,E8c2,1.0,0.0,2.4431169112267708,7.838977609819398e-16,759.999840400017,242.39994909600537
mono,0,3,1,Escherichia coli,E0c0,0.7229304511360805,0.6550066141405039,1.0,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,1,Escherichia coli,E1c0,0.39795381305708494,1.184337453562283,2.096856245416415,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,1,Escherichia coli,E2c0,0.20876045738915117,0.509307671033954,1.8134819403092515,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,1,Escherichia coli,E3c2,0.0037183342414323565,0.0033689734854796655,1.0,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,1,Escherichia coli,E4c2,0.008151866527117935,0.0130960998625329,1.3727613709023452,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,1,Escherichia coli,E5c2,0.008389636524636061,0.013791200795380437,1.3925337172347902,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,1,Escherichia coli,E6c2,0.014932360909423587,0.042504286487669615,2.028394958224283,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,1,Escherichia coli,E7c2,0.0037183342414323565,0.0033689734854796655,1.0,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,1,Escherichia coli,E8c2,0.01778442517483966,0.06458886969925895,2.4431169112267708,18.13927770116747,1321.3926687116857,180.39326067621187
mono,0,3,2,Escherichia coli,E0c0,107.72420360461075,1.0183869604801765e-13,1.0,-4.651204572545883e-16,759.9998404000147,242.39994909600512
mono,0,3,2,Escherichia coli,E1c0,82.21039942674099,3.660333266405868e-09,2.096856245416415,-4.651204572545883e-16,759.9998404000147,242.39994909600512
mono,0,3,2,Escherichia coli,E2c0,40.9875942734132,1.780647920125517e-10,1.8134819403092515,-4.651204572545883e-16,759.9998404000147,242.39994909600512
mono,0,3,2,Escherichia coli,E3c2,0.5643575571284395,5.237990785694687e-16,1.0,-4.651204572545883e-16,759.9998404000147,242.39994909600512
mono,0,3,2,Escherichia coli,E4c2,1.4329611655106151,2.3565943334891875e-13,1.3727613709023452,-4.651204572545883e-16,759.9998404000147,242.39994909600512
