##culture:mono#seed:92#rep:10#mu:(0.01, 0)#cycles:10#init_R:(1000, 1000, 0)#init_n:(10, 0)#init_lag:(1, 0)#Ta:5#alpha:(3, 0)#mut_func:null#max_lag_change:(1.1, 0)
##init_pop:1000#duration:5
culture,rep,cycle,frac,duration
mono,0,0,0.013540153407723911,5
mono,0,1,0.013923378839429998,5
mono,0,2,0.015199322346130906,5
mono,0,3,0.019498907997005908,5
mono,0,4,0.03120866710784964,5
mono,0,5,0.05090434481161245,5
mono,0,6,0.0686401464314435,5
mono,0,7,0.08068309308042372,5
mono,0,8,0.09093930570080606,5
mono,0,9,0.10245306118401894,5
mono,1,0,0.013773216621820229,5
mono,1,1,0.015039051170368755,5
mono,1,2,0.02032665256809744,5
mono,1,3,0.037329167943846144,5
mono,1,4,0.06605910758746278,5
mono,1,5,0.08587338950241569,5
mono,1,6,0.09371237911591468,5
mono,1,7,0.09741111780701216,5
mono,1,8,0.10024272708853955,5
mono,1,9,0.10354835200538828,5
mono,2,0,0.013636730130644707,5
mono,2,1,0.014440973137137846,5
mono,2,2,0.018177246755627433,5
mono,2,3,0.03233632092535709,5
mono,2,4,0.06325574700835154,5
mono,2,5,0.08976937166937755,5
mono,2,6,0.10141420490521638,5
mono,2,7,0.10682437534811308,5
mono,2,8,0.11086499223208561,5
mono,2,9,0.11510124584369663,5
mono,3,0,0.013627762596830087,5
mono,3,1,0.014115275182836702,5
mono,3,2,0.015842491322825863,5
mono,3,3,0.021318313647260115,5
mono,3,4,0.03476912282672819,5
mono,3,5,0.05366280613311076,5
mono,3,6,0.0682192427163796,5
mono,3,7,0.0771658796724229,5
mono,3,8,0.08511531404531217,5
mono,3,9,0.09478747683704283,5
mono,4,0,0.013667939101791423,5
mono,4,1,0.014633317649804233,5
mono,4,2,0.018680778789956016,5
mono,4,3,0.033019243049709025,5
mono,4,4,0.061498239521031915,5
mono,4,5,0.08534066349873641,5
mono,4,6,0.09652666107566002,5
mono,4,7,0.10282445625132912,5
mono,4,8,0.10783650010378702,5
mono,4,9,0.11409765522583497,5
mono,5,0,0.013644337716993776,5
mono,5,1,0.014390770160553502,5
mono,5,2,0.01682626685141312,5
mono,5,3,0.024972793711054014,5
mono,5,4,0.04435897713766193,5
mono,5,5,0.06832553486966773,5
mono,5,6,0.08469527871830491,5
mono,5,7,0.09364893905766822,5
mono,5,8,0.10031584609871609,5
mono,5,9,0.10580073468502607,5
mono,6,0,0.013822052566857708,5
mono,6,1,0.015335465319361079,5
mono,6,2,0.0219041685016101,5
mono,6,3,0.0428118318777963,5
mono,6,4,0.07579558398457577,5
mono,6,5,0.09799269867440126,5
mono,6,6,0.10871275250188422,5
mono,6,7,0.11626432484512746,5
mono,6,8,0.12288429506267698,5
mono,6,9,0.1303435105687774,5
mono,7,0,0.013807019953514148,5
mono,7,1,0.01518642434413536,5
mono,7,2,0.021303073223608197,5
mono,7,3,0.04185662569192978,5
mono,7,4,0.07640149675875423,5
mono,7,5,0.09928024986180543,5
mono,7,6,0.10904793664772726,5
mono,7,7,0.11405721557969235,5
mono,7,8,0.11844633778811586,5
mono,7,9,0.1226292343531318,5
mono,8,0,0.013887252862178054,5
mono,8,1,0.015922303470658244,5
mono,8,2,0.025273103058665623,5
mono,8,3,0.0543677340324838,5
mono,8,4,0.09072221508732184,5
mono,8,5,0.10755114046573805,5
mono,8,6,0.11373261851462063,5
mono,8,7,0.11746245343548907,5
mono,8,8,0.12086601722319194,5
mono,8,9,0.12502038779279612,5
mono,9,0,0.013608090413396248,5
mono,9,1,0.014586102678411837,5
mono,9,2,0.018861366866288455,5
mono,9,3,0.0366975829985028,5
mono,9,4,0.08111496734294171,5
mono,9,5,0.1264970327956972,5
mono,9,6,0.15334869577115665,5
mono,9,7,0.17012705748498488,5
mono,9,8,0.18185242537614854,5
mono,9,9,0.19047957892996842,5
