##culture:co#seed:635#rep:10#mu:(0.01, 0.01)#cycles:10#init_R:(1, 1000, 0)#init_n:(5, 5)#init_lag:(1, 1)#Ta:5#alpha:(3, 3)#mut_func:null#max_lag_change:(1.1, 1.1)
culture,rep,cycle,phase_end,species,genotype,ngrow,nlag,lag,M,L,A
co,0,0,0,Escherichia coli,E0c0,0.0,5.0,1.0,1.0,1000.0,0.0
co,0,0,0,Salmonella enterica,S0c0,0.0,5.0,1.0,1.0,1000.0,0.0
co,0,0,1,Escherichia coli,E0c0,3.384698974798155,3.3858181135934506,1.0,510.41115819735865,752.1352561589107,7.013029075066607
co,0,0,1,Salmonella enterica,S0c0,9.951463743285073,1.7181763561934067,1.0,510.41115819735865,752.1352561589107,7.013029075066607
co,0,0,2,Escherichia coli,E0c0,999.770305682648,8.855597727472335e-10,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Escherichia coli,E1c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Escherichia coli,E2c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Escherichia coli,E3c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Escherichia coli,E4c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Escherichia coli,E5c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Escherichia coli,E6c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Escherichia coli,E7c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Salmonella enterica,S0c0,511.6695316069979,4.493885368270165e-10,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Salmonella enterica,S1c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Salmonella enterica,S2c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Salmonella enterica,S3c0,1.0,0.0,1.3007237753399052,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Salmonella enterica,S4c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,0,2,Salmonella enterica,S5c0,1.0,0.0,1.0,688.7998553519946,-2.5563223469437184e-43,8.834826971522362e-31
co,0,1,1,Escherichia coli,E0c0,5.023827533397788,5.029648753796563,1.0,765.0603450672438,629.2156533939041,9.698751370899915
co,0,1,1,Escherichia coli,E1c0,0.005024981743144529,0.0050308043009517365,1.0,765.0603450672438,629.2156533939041,9.698751370899915
co,0,1,1,Escherichia coli,E2c0,0.005024981743144529,0.0050308043009517365,1.0,765.0603450672438,629.2156533939041,9.698751370899915
co,0,1,1,Escherichia coli,E3c0,0.005024981743144529,0.0050308043009517365,1.0,765.0603450672438,629.2156533939041,9.698751370899915
co,0,1,1,Escherichia coli,E4c0,0.005024981743144529,0.0050308043009517365,1.0,765.0603450672438,629.2156533939041,9.698751370899915
co,0,1,1,Escherichia coli,E5c0,0.005024981743144529,0.0050308043009517365,1.0,765.0603450672438,629.2156533939041,9.698751370899915
co,0,1,1,Escherichia coli,E6c0,0.005024981743144529,0.0050308043009517365,1.0,765.0603450672438,629.2156533939041,9.698751370899915
