##culture:mono#seed:2#rep:10#mu:(0.0005, 0)#cycles:10#init_R:(500, 1000, 0)#init_n:(10, 0)#init_lag:(1, 0)#Ta:5#alpha:(3, 0)#mut_func:null#max_lag_change:(1.1, 0)
seed,culture,rep,cycle,phase_end,species,genotype,nlag,ngrow,ntot,lag,Ta,M,L,A
2,mono,0,0,0,Escherichia coli,E0c0,10.0,0.0,10.0,1.0,5,500.0,1000.0,0.0
2,mono,0,0,1,Escherichia coli,E0c0,0.06737946805264,0.06731548902016969,0.1346949570728097,1.0,5,499.5067222578706,995.0673225787052,4.981978945508108
2,mono,0,0,2,Escherichia coli,E0c0,8.436171830617146e-11,1000.1344849290609,1000.1344849291453,1.0,5,199.99995800000443,-1.4106038847068917e-27,504.99989395001063
2,mono,0,1,1,Escherichia coli,E0c0,3.369426560494026,3.364816531663514,6.73424309215754,1.0,5,675.3332910322946,753.3334803228878,754.1330409488961
2,mono,0,1,2,Escherichia coli,E0c0,0.0,1005.7340316954917,1005.7340316954917,1.0,5,199.9999580000042,-1.832634131664608e-24,504.99989395001097
2,mono,0,1,2,Escherichia coli,E1c1,1.0,0.0,1.0,1.4402299930564437,5,199.9999580000042,-1.832634131664608e-24,504.99989395001097
2,mono,0,2,1,Escherichia coli,E0c0,3.3882912850691334,3.3836751839009156,6.771966468970049,1.0,5,675.1713793154108,751.7143631540483,755.7683492894251
2,mono,0,2,1,Escherichia coli,E1c1,0.01553258944516021,0.008283014134865332,0.023815603580025543,1.4402299930564437,5,675.1713793154108,751.7143631540483,755.7683492894251
2,mono,0,2,2,Escherichia coli,E0c0,0.0,1003.8985885280896,1003.8985885280896,1.0,5,199.99995800000605,-3.6877537425172702e-25,504.99989395001563
2,mono,0,2,2,Escherichia coli,E1c1,1.967246602068351e-11,2.896982134417665,2.896982134437337,1.4402299930564437,5,199.99995800000605,-3.6877537425172702e-25,504.99989395001563
2,mono,0,3,1,Escherichia coli,E0c0,3.3821077254487437,3.3774998934309615,6.759607618879706,1.0,5,675.1714817873569,751.7153878734955,755.7673143227878
2,mono,0,3,1,Escherichia coli,E1c1,0.04499763412445986,0.023995743249563863,0.06899337737402372,1.4402299930564437,5,675.1714817873569,751.7153878734955,755.7673143227878
2,mono,0,3,2,Escherichia coli,E0c0,3.284694593952409e-10,998.4660349383197,998.4660349386481,1.0,5,199.99995800000463,3.9779485126788075e-23,504.9998939500118
2,mono,0,3,2,Escherichia coli,E1c1,0.0,8.362354640980534,8.362354640980534,1.4402299930564437,5,199.99995800000463,3.9779485126788075e-23,504.9998939500118
2,mono,0,4,1,Escherichia coli,E0c0,3.3638055967194327,3.3592218160244203,6.723027412743853,1.0,5,675.1753403603884,751.753973603834,755.7283427351433
2,mono,0,4,1,Escherichia coli,E1c1,0.1298890214332003,0.06926548646920258,0.19915450790240288,1.4402299930564437,5,675.1753403603884,751.753973603834,755.7283427351433
2,mono,0,4,2,Escherichia coli,E0c0,0.0,983.027316377744,983.027316377744,1.0,5,199.99995800000445,-1.603209764330763e-26,504.99989395001165
2,mono,0,4,2,Escherichia coli,E1c1,0.0,23.89465410704116,23.89465410704116,1.4402299930564437,5,199.99995800000445,-1.603209764330763e-26,504.99989395001165
2,mono,0,5,1,Escherichia coli,E0c0,3.3117929632735956,3.307277592116041,6.619070555389637,1.0,5,675.1862985417523,751.8635554174537,755.617665103387
2,mono,0,5,1,Escherichia coli,E1c1,0.3711458521789605,0.19791960757671,0.5690654597556706,1.4402299930564437,5,675.1862985417523,751.8635554174537,755.617665103387
2,mono,0,5,2,Escherichia coli,E0c0,6.780719728910862e-11,940.8164364259844,940.8164364260522,1.0,5,199.9999580000045,3.029878284471722e-16,504.9998939500116
2,mono,0,5,2,Escherichia coli,E1c1,0.0,66.37148809914282,66.37148809914282,1.4402299930564437,5,199.9999580000045,3.029878284471722e-16,504.9998939500116
2,mono,0,6,1,Escherichia coli,E0c0,3.1695856280158097,3.1652577238129003,6.3348433518287095,1.0,5,675.2160188469301,752.1607584692493,755.3174900210732
2,mono,0,6,1,Escherichia coli,E1c1,1.0309210755098281,0.5497547516528914,1.5806758271627195,1.4402299930564437,5,675.2160188469301,752.1607584692493,755.3174900210732
2,mono,0,6,2,Escherichia coli,E0c0,9.324144658950605e-13,836.6181989666574,836.6181989666583,1.0,5,199.99995800000426,2.728655242443857e-16,504.99989395001137
2,mono,0,6,2,Escherichia coli,E1c1,0.0,171.2971085747092,171.2971085747092,1.4402299930564437,5,199.99995800000426,2.728655242443857e-16,504.99989395001137
2,mono,0,7,1,Escherichia coli,E0c0,2.8185445287516155,2.814682061256534,5.6332265900081495,1.0,5,675.2876964284687,752.8775342846305,754.5935464475359
2,mono,0,7,1,Escherichia coli,E1c1,2.6606876606582346,1.4188481653994953,4.07953582605773,1.4402299930564437,5,675.2876964284687,752.8775342846305,754.5935464475359
2,mono,0,7,2,Escherichia coli,E0c0,0.0,631.3400659754885,631.3400659754885,1.0,5,199.99995800000414,-1.5847605658637347e-22,504.99989395001154
2,mono,0,7,2,Escherichia coli,E1c1,0.0,376.3724844341903,376.3724844341903,1.4402299930564437,5,199.99995800000414,-1.5847605658637347e-22,504.99989395001154
2,mono,0,7,2,Escherichia coli,E2c7,1.0,0.0,1.0,1.870367286105293,5,199.99995800000414,-1.5847605658637347e-22,504.99989395001154
2,mono,0,7,2,Escherichia coli,E3c7,1.0,0.0,1.0,2.0575919531840006,5,199.99995800000414,-1.5847605658637347e-22,504.99989395001154
2,mono,0,8,1,Escherichia coli,E0c0,2.1269679419422096,2.1240329979536487,4.251000939895858,1.0,5,675.4231190544284,754.2317605442329,753.2257779253382
2,mono,0,8,1,Escherichia coli,E1c1,5.846039279242483,3.117459245824027,8.963498525066509,1.4402299930564437,5,675.4231190544284,754.2317605442329,753.2257779253382
2,mono,0,8,1,Escherichia coli,E2c7,0.034513010309103795,0.012632145623600282,0.047145155932704075,1.870367286105293,5,675.4231190544284,754.2317605442329,753.2257779253382
2,mono,0,8,1,Escherichia coli,E3c7,0.044017313404881526,0.014174627417791895,0.05819194082267342,2.0575919531840006,5,675.4231190544284,754.2317605442329,753.2257779253382
2,mono,0,8,2,Escherichia coli,E0c0,0.0,367.8697091884033,367.8697091884033,1.0,5,199.99995800000463,5.3501755656816415e-34,504.9998939500109
2,mono,0,8,2,Escherichia coli,E1c1,2.039108431059646e-09,638.2827887915324,638.2827887935715,1.4402299930564437,5,199.99995800000463,5.3501755656816415e-34,504.9998939500109
2,mono,0,8,2,Escherichia coli,E2c7,2.4907083253330155e-10,2.8562687568338787,2.8562687570829497,1.870367286105293,5,199.99995800000463,5.3501755656816415e-34,504.9998939500109
2,mono,0,8,2,Escherichia coli,E3c7,7.631069733514077e-10,3.310857078267307,3.3108570790304137,2.0575919531840006,5,199.99995800000463,5.3501755656816415e-34,504.9998939500109
2,mono,0,8,2,Escherichia coli,E4c8,1.0,0.0,1.0,1.383131063199822,5,199.99995800000463,5.3501755656816415e-34,504.9998939500109
2,mono,0,9,1,Escherichia coli,E0c0,1.2393432966581652,1.2376193717246522,2.4769626683828174,1.0,5,675.5682686906218,755.6832569061672,751.7597665997861
2,mono,0,9,1,Escherichia coli,E1c1,9.914184508766994,5.286796639356003,15.200981148122995,1.4402299930564437,5,675.5682686906218,755.6832569061672,751.7597665997861
2,mono,0,9,1,Escherichia coli,E2c7,0.09857843305936913,0.03608055790052908,0.1346589909598982,1.870367286105293,5,675.5682686906218,755.6832569061672,751.7597665997861
2,mono,0,9,1,Escherichia coli,E3c7,0.14573503368687715,0.046929860855433575,0.19266489454231073,2.0575919531840006,5,675.5682686906218,755.6832569061672,751.7597665997861
2,mono,0,9,1,Escherichia coli,E4c8,0.013458645471867994,0.007639879002043023,0.02109852447391102,1.383131063199822,5,675.5682686906218,755.6832569061672,751.7597665997861
2,mono,0,9,2,Escherichia coli,E0c0,0.0,165.99565451378157,165.99565451378157,1.0,5,199.99995800000454,3.0078387110220615e-19,504.99989395001137
2,mono,0,9,2,Escherichia coli,E1c1,2.2855276449420368e-09,835.0705301309291,835.0705301332147,1.4402299930564437,5,199.99995800000454,3.0078387110220615e-19,504.99989395001137
2,mono,0,9,2,Escherichia coli,E2c7,9.522062072282712e-10,6.302551317017254,6.30255131796946,1.870367286105293,5,199.99995800000454,3.0078387110220615e-19,504.99989395001137
2,mono,0,9,2,Escherichia coli,E3c7,4.162301018397226e-09,8.469320016874203,8.469320021036504,2.0575919531840006,5,199.99995800000454,3.0078387110220615e-19,504.99989395001137
2,mono,0,9,2,Escherichia coli,E4c8,1.5048377241729775e-12,1.1880965350687116,1.1880965350702164,1.383131063199822,5,199.99995800000454,3.0078387110220615e-19,504.99989395001137
