seed,culture,lac,rep,frac_slope
763,Monoculture,500,8,0.10951936326638996
763,Coculture,500,8,0.11277570693730432
763,Monoculture,500,9,0.1193482129287049
763,Coculture,500,9,0.12158972623983237
763,Monoculture,750,0,0.11762008398106877
763,Coculture,750,0,0.11742104174035876
763,Monoculture,750,1,0.11501760652310972
763,Coculture,750,1,0.12346487394693917
763,Monoculture,750,2,0.11730149959524408
763,Coculture,750,2,0.11274725315361604
763,Monoculture,750,3,0.11020174859815682
763,Coculture,750,3,0.12130814154439017
763,Monoculture,750,4,0.1120900164257509
763,Coculture,750,4,0.10947947475586606
763,Monoculture,750,5,0.12925094438341408
763,Coculture,750,5,0.12800808594648475
763,Monoculture,750,6,0.11035918768128439
763,Coculture,750,6,0.11557130531614072
763,Monoculture,750,7,0.12961764077735602
763,Coculture,750,7,0.10989981257867094
763,Monoculture,750,8,0.1157402637726
763,Coculture,750,8,0.13567403469094946
763,Monoculture,750,9,0.11304709227471314
763,Coculture,750,9,0.11516345320390853
763,Monoculture,1000,0,0.11748650422760851
763,Coculture,1000,0,0.10898371456948554
763,Monoculture,1000,1,0.12739435515130582
763,Coculture,1000,1,0.11389985979845738
763,Monoculture,1000,2,0.12770669992752515
763,Coculture,1000,2,0.11085523164897837
763,Monoculture,1000,3,0.10958693116398517
763,Coculture,1000,3,0.1184283949978856
763,Monoculture,1000,4,0.11405814750270625
763,Coculture,1000,4,0.13723857311374194
763,Monoculture,1000,5,0.11116791005144432
763,Coculture,1000,5,0.11683855007381659
763,Monoculture,1000,6,0.1259588699889905
763,Coculture,1000,6,0.11157152436522055
763,Monoculture,1000,7,0.11633106973412427
763,Coculture,1000,7,0.11671689568532247
763,Monoculture,1000,8,0.11796120371242855
763,Coculture,1000,8,0.1199940493450015
763,Monoculture,1000,9,0.1380512728928784
763,Coculture,1000,9,0.12078536835830726
763,Monoculture,2000,0,0.14234556087051775
763,Coculture,2000,0,0.11550820873879536
763,Monoculture,2000,1,0.12134936766925063
763,Coculture,2000,1,0.11518856554181804
763,Monoculture,2000,2,0.11658204266636714
763,Coculture,2000,2,0.12393327069205012
763,Monoculture,2000,3,0.12225945200940896
763,Coculture,2000,3,0.12012291760644637
763,Monoculture,2000,4,0.11570234773418436
763,Coculture,2000,4,0.11032473054712913
763,Monoculture,2000,5,0.11990709704648737
763,Coculture,2000,5,0.11857071978991592
763,Monoculture,2000,6,0.12481986348854268
763,Coculture,2000,6,0.12135317433570506
763,Monoculture,2000,7,0.12426759331349857
763,Coculture,2000,7,0.11466528215472113
763,Monoculture,2000,8,0.1217688992931767
763,Coculture,2000,8,0.12017211859416689
763,Monoculture,2000,9,0.12218181472554714
763,Coculture,2000,9,0.11961446026011766
