##culture:mono#seed:8#rep:5#mu:(0.0003, 0)#cycles:10#init_R:(2000, 1000, 0)#init_n:(10, 0)#init_lag:(1, 0)#Ta:5#alpha:(3, 0)#mut_func:null#max_lag_change:(1.1, 0)
##init_pop:1000#perc_cutoff:0.01#interval:0.1
seed,culture,rep,cycle,tol_time
8,mono,0,0,5.4
8,mono,0,1,5.4
8,mono,0,2,5.6000000000000005
8,mono,0,3,6.5
8,mono,0,4,8.200000000000001
8,mono,0,5,9.3
8,mono,0,6,9.600000000000001
8,mono,0,7,9.700000000000001
8,mono,0,8,9.700000000000001
8,mono,0,9,9.700000000000001
8,mono,1,0,5.300000000000001
8,mono,1,1,5.4
8,mono,1,2,5.4
8,mono,1,3,5.5
8,mono,1,4,5.9
8,mono,1,5,7.2
8,mono,1,6,8.4
8,mono,1,7,8.9
8,mono,1,8,9.0
8,mono,1,9,9.0
8,mono,2,0,5.300000000000001
8,mono,2,1,5.300000000000001
8,mono,2,2,5.4
8,mono,2,3,5.4
8,mono,2,4,5.800000000000001
8,mono,2,5,7.0
8,mono,2,6,8.700000000000001
8,mono,2,7,9.5
8,mono,2,8,9.700000000000001
8,mono,2,9,9.700000000000001
8,mono,3,0,5.300000000000001
8,mono,3,1,5.300000000000001
8,mono,3,2,5.300000000000001
8,mono,3,3,5.300000000000001
8,mono,3,4,5.300000000000001
8,mono,3,5,5.300000000000001
8,mono,3,6,5.300000000000001
8,mono,3,7,5.300000000000001
8,mono,3,8,5.300000000000001
8,mono,3,9,5.300000000000001
8,mono,4,0,5.300000000000001
8,mono,4,1,5.300000000000001
8,mono,4,2,5.300000000000001
8,mono,4,3,5.300000000000001
8,mono,4,4,5.300000000000001
8,mono,4,5,5.300000000000001
8,mono,4,6,5.300000000000001
8,mono,4,7,5.300000000000001
8,mono,4,8,5.4
8,mono,4,9,5.4
