##culture:mono#seed:7#rep:5#mu:(0.0003, 0)#cycles:10#init_R:(1750, 1000, 0)#init_n:(10, 0)#init_lag:(1, 0)#Ta:5#alpha:(3, 0)#mut_func:null#max_lag_change:(1.1, 0)
seed,culture,rep,cycle,phase_end,species,genotype,nlag,ngrow,ntot,lag,Ta,M,L,A
7,mono,0,0,0,Escherichia coli,E0c0,10.0,0.0,10.0,1.0,5,1750.0,1000.0,0.0
7,mono,0,0,1,Escherichia coli,E0c0,0.06737946805020738,0.06712964710500159,0.13450911515520897,1.0,5,1749.5066817157758,995.067229657746,4.982072795676491
7,mono,0,0,2,Escherichia coli,E0c0,8.001107949986937e-11,1000.1342990871875,1000.1342990872676,1.0,5,824.9998267500173,-1.0594767800036188e-27,504.9998939500112
7,mono,0,1,1,Escherichia coli,E0c0,3.369425933514879,3.3577543410596795,6.727180274574558,1.0,5,2550.33276441248,753.3299953745673,754.1365607467011
7,mono,0,1,2,Escherichia coli,E0c0,1.3095454635540616e-10,1004.7269688786047,1004.7269688787356,1.0,5,824.9998267500174,-2.1015274214309698e-22,504.9998939500119
7,mono,0,1,2,Escherichia coli,E1c1,1.0,0.0,1.0,1.5299544530046236,5,824.9998267500174,-2.1015274214309698e-22,504.9998939500119
7,mono,0,1,2,Escherichia coli,E2c1,1.0,0.0,1.0,1.4392579650921309,5,824.9998267500174,-2.1015274214309698e-22,504.9998939500119
7,mono,0,2,1,Escherichia coli,E0c0,3.3848985166012437,3.3731907256066163,6.75808924220786,1.0,5,2550.172095618876,751.723307438542,755.7593155620868
7,mono,0,2,1,Escherichia coli,E1c1,0.019039903361561132,0.009255367605233109,0.02829527096679424,1.5299544530046236,5,2550.172095618876,751.723307438542,755.7593155620868
7,mono,0,2,1,Escherichia coli,E2c1,0.015496213599228101,0.008258507649820123,0.023754721249048226,1.4392579650921309,5,2550.172095618876,751.723307438542,755.7593155620868
7,mono,0,2,2,Escherichia coli,E0c0,0.0,1000.6075235474237,1000.6075235474237,1.0,5,824.9998267500185,5.723453934916737e-23,504.9998939500112
7,mono,0,2,2,Escherichia coli,E1c1,4.619418261180152e-12,3.315634018659093,3.3156340186637125,1.5299544530046236,5,824.9998267500185,5.723453934916737e-23,504.9998939500112
7,mono,0,2,2,Escherichia coli,E2c1,0.0,2.8867702554582504,2.8867702554582504,1.4392579650921309,5,824.9998267500185,5.723453934916737e-23,504.9998939500112
