seed,met,lac,fracratio
1,1,1,0.6870966473901227
1,1,250,27.513362800364447
1,1,500,85.673326703212
2,250,1,0.6816411456431528
2,250,250,1.3863618457876021
2,250,500,2.020833213035087
3,500,1,0.6816405429683955
3,500,250,-252.31849650354403
3,500,500,0.8689677055201629
